date,week,year_x,region,urgences_grippe,urgences_totales,temperature,humidity,region_code,population_totale,pct_65_plus,year_y,source,vaccination_2020,vaccination_2021,vaccination_2022,vaccination_2023,vaccination_2024,vaccination_2025,incidence_nationale,risk_density,risk_age,risk_weather,risk_vaccination,month,risk_seasonal,urgences_ma4,urgences_trend,risk_trend,urgences_zscore,risk_anomaly,alert_score
2022-02-13,6,2022,Nouvelle-Aquitaine,66.0,656.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,24.88,2,2,1,1,2,2,46.75,1.411764705882353,1,-0.6009101455643392,1,70.0
2022-02-20,7,2022,Nouvelle-Aquitaine,64.0,643.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,20.42,2,2,1,1,2,2,53.0,1.2075471698113207,1,-0.6780323032838266,1,70.0
2022-02-27,8,2022,Nouvelle-Aquitaine,87.0,874.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,48.04,2,2,1,1,2,2,69.0,1.2608695652173914,1,0.20887251049027858,1,70.0
2022-03-06,9,2022,Nouvelle-Aquitaine,127.0,1270.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,67.41,2,2,1,1,3,2,86.0,1.4767441860465116,1,-0.2853389895492101,1,70.0
2022-03-13,10,2022,Nouvelle-Aquitaine,118.0,1179.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,35.37,2,2,1,1,3,2,99.0,1.1919191919191918,1,-0.6203021511939354,1,70.0
2022-03-20,11,2022,Nouvelle-Aquitaine,113.0,1129.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,82.19,2,2,1,1,3,2,111.25,1.0157303370786517,1,-0.8063927965521162,1,70.0
2022-03-27,12,2022,Nouvelle-Aquitaine,152.0,1515.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,53.57,2,2,1,1,3,2,127.5,1.192156862745098,1,0.6451142372416935,1,70.0
2022-04-03,13,2022,Nouvelle-Aquitaine,169.0,1685.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,50.07,2,2,1,1,4,1,138.0,1.2246376811594204,1,-0.703679195413668,1,62.500000000000014
2022-04-10,14,2022,Nouvelle-Aquitaine,199.0,1993.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,64.77,2,2,1,1,4,1,158.25,1.2575039494470774,1,0.6157192959869594,1,62.500000000000014
2022-04-17,15,2022,Nouvelle-Aquitaine,192.0,1921.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,73.66,2,2,1,1,4,1,178.0,1.0786516853932584,1,0.3078596479934797,1,62.500000000000014
2022-04-24,16,2022,Nouvelle-Aquitaine,195.0,1949.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,60.28,2,2,1,1,4,1,188.75,1.033112582781457,1,0.43979949713354244,1,62.500000000000014
2022-05-01,17,2022,Nouvelle-Aquitaine,169.0,1685.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,78.0,2,2,1,1,5,1,188.75,0.895364238410596,1,-1.7362237681928583,1,62.500000000000014
2022-05-08,18,2022,Nouvelle-Aquitaine,220.0,2197.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,74.95,2,2,1,1,5,1,194.0,1.134020618556701,1,0.22182711534650743,1,62.500000000000014
2022-05-15,19,2022,Nouvelle-Aquitaine,240.0,2400.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,79.19,2,2,1,1,5,1,206.0,1.1650485436893203,1,0.9896902069305724,1,62.500000000000014
2022-05-22,20,2022,Nouvelle-Aquitaine,231.0,2305.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,109.6,2,2,1,1,5,1,215.0,1.0744186046511628,1,0.6441518157177432,1,62.500000000000014
2022-05-29,21,2022,Nouvelle-Aquitaine,224.0,2239.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,86.42,2,2,1,1,5,1,228.75,0.9792349726775956,1,0.3753997336633204,1,62.500000000000014
2022-06-05,22,2022,Nouvelle-Aquitaine,202.0,2015.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,90.25,2,2,1,1,6,1,224.25,0.9007803790412486,1,-0.9722819686876671,1,62.500000000000014
2022-06-12,23,2022,Nouvelle-Aquitaine,274.0,2736.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,85.61,2,2,1,1,6,1,232.75,1.1772287862513426,1,2.2434633411768425,2,67.5
2022-06-19,24,2022,Nouvelle-Aquitaine,253.0,2531.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,92.15,2,2,1,1,6,1,238.25,1.061909758656873,1,1.305537625799694,1,62.500000000000014
2022-06-26,25,2022,Nouvelle-Aquitaine,215.0,2153.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,88.33,2,2,1,1,6,1,236.0,0.9110169491525424,1,-0.39166128773990844,1,62.500000000000014
2022-07-03,26,2022,Nouvelle-Aquitaine,238.0,2384.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,87.26,2,2,1,1,7,1,245.0,0.9714285714285714,1,1.2326956257892199,1,62.500000000000014
2022-07-10,27,2022,Nouvelle-Aquitaine,260.0,2602.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,89.35,2,2,1,1,7,1,241.5,1.0766045548654244,1,2.132060291543599,2,67.5
2022-07-17,28,2022,Nouvelle-Aquitaine,243.0,2432.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,75.58,2,2,1,1,7,1,239.0,1.0167364016736402,1,1.4370966861879424,1,62.500000000000014
2022-07-24,29,2022,Nouvelle-Aquitaine,194.0,1943.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,77.89,2,2,1,1,7,1,233.75,0.8299465240641711,1,-0.5660337057195393,1,62.500000000000014
2022-07-31,30,2022,Nouvelle-Aquitaine,204.0,2044.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,80.27,2,2,1,1,7,1,225.25,0.9056603773584906,1,-0.15723158492209405,1,62.500000000000014
2022-08-07,31,2022,Nouvelle-Aquitaine,145.0,1451.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,81.0,2,2,1,1,8,1,196.5,0.7379134860050891,1,-0.9795542233378985,1,62.500000000000014
2022-08-14,32,2022,Nouvelle-Aquitaine,177.0,1774.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,64.58,2,2,1,1,8,1,180.0,0.9833333333333333,1,0.37458153500441216,1,62.500000000000014
2022-08-21,33,2022,Nouvelle-Aquitaine,148.0,1483.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,63.63,2,2,1,1,8,1,168.5,0.8783382789317508,1,-0.8526039959933069,1,62.500000000000014
2022-08-28,34,2022,Nouvelle-Aquitaine,151.0,1508.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,65.92,2,2,1,1,8,1,155.25,0.9726247987117552,1,-0.7256537686487152,1,62.500000000000014
2022-09-04,35,2022,Nouvelle-Aquitaine,158.0,1580.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,67.72,2,2,1,1,9,1,158.5,0.9968454258675079,1,2.229868706177826,2,67.5
2022-09-11,36,2022,Nouvelle-Aquitaine,114.0,1142.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,49.11,2,2,1,1,9,1,142.75,0.7985989492119089,1,0.43553397552997797,1,62.500000000000014
2022-09-18,37,2022,Nouvelle-Aquitaine,120.0,1204.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,43.89,2,2,1,1,9,1,135.75,0.8839779005524862,1,0.6802159842546845,1,62.500000000000014
2022-09-25,38,2022,Nouvelle-Aquitaine,146.0,1459.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,34.81,2,2,1,1,9,1,134.5,1.0855018587360594,1,1.740504688728413,1,62.500000000000014
2022-10-02,39,2022,Nouvelle-Aquitaine,87.0,867.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,45.54,2,2,1,1,10,1,116.75,0.7451820128479657,1,1.1685056020323243,1,62.500000000000014
2022-10-09,40,2022,Nouvelle-Aquitaine,99.0,985.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,33.25,2,2,1,1,10,1,113.0,0.8761061946902655,1,1.6591835937336503,1,62.500000000000014
2022-10-16,41,2022,Nouvelle-Aquitaine,72.0,719.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,29.83,2,2,1,1,10,1,101.0,0.7128712871287128,1,0.555158112405667,1,62.500000000000014
2022-10-23,42,2022,Nouvelle-Aquitaine,53.0,531.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,23.01,2,2,1,1,10,1,77.75,0.6816720257234726,1,-0.2217487077880991,1,62.500000000000014
2022-10-30,43,2022,Nouvelle-Aquitaine,42.0,425.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,33.89,2,2,1,1,10,1,66.5,0.631578947368421,1,-0.6715368668476479,1,62.500000000000014
2022-11-06,44,2022,Nouvelle-Aquitaine,12.0,115.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,23.62,2,2,1,1,11,1,44.75,0.2681564245810056,1,-0.6329885670895857,1,62.500000000000014
2022-11-13,45,2022,Nouvelle-Aquitaine,35.0,348.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,12.38,2,2,1,1,11,1,35.5,0.9859154929577465,1,0.8511545295330837,1,62.500000000000014
2022-11-20,46,2022,Nouvelle-Aquitaine,29.0,287.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,21.5,2,2,1,1,11,1,29.5,0.9830508474576272,1,0.4639867651967351,1,62.500000000000014
2022-11-27,47,2022,Nouvelle-Aquitaine,36.0,355.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,18.84,2,2,1,1,11,1,28.0,1.2857142857142858,1,0.9156824902558084,1,62.500000000000014
2022-12-04,48,2022,Nouvelle-Aquitaine,15.0,151.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,0.0,2,2,1,1,12,2,28.75,0.5217391304347826,1,-0.5179067758484333,1,70.0
2022-12-11,49,2022,Nouvelle-Aquitaine,0.0,0.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,23.5,2,2,1,1,12,2,20.0,0.0,1,-1.547480486872427,1,70.0
2022-12-18,50,2022,Nouvelle-Aquitaine,34.0,337.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,8.19,2,2,1,1,12,2,21.25,1.6,2,0.7862199247819588,1,80.0
2022-12-25,51,2022,Nouvelle-Aquitaine,30.0,301.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,14.19,2,2,1,1,12,2,19.75,1.518987341772152,2,0.5116669351755604,1,80.0
2023-01-01,52,2023,Nouvelle-Aquitaine,42.0,421.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,4.56,2,2,1,1,1,2,26.5,1.5849056603773586,2,0.391248298296034,1,80.0
2023-01-08,1,2023,Nouvelle-Aquitaine,18.0,176.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,20.29,2,2,1,1,1,2,31.0,0.5806451612903226,1,-0.73056098177401,1,70.0
2023-01-15,2,2023,Nouvelle-Aquitaine,2.0,23.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,23.0,2,2,1,1,1,2,23.0,0.08695652173913043,1,-1.4784338351540391,1,70.0
2023-01-22,3,2023,Nouvelle-Aquitaine,14.0,145.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,39.76,2,2,1,1,1,2,19.0,0.7368421052631579,1,-0.9175291951190172,1,70.0
2023-01-29,4,2023,Nouvelle-Aquitaine,83.0,828.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,14.74,2,2,1,1,1,2,29.25,2.8376068376068377,2,2.307672485082359,2,85.0
2023-02-05,5,2023,Nouvelle-Aquitaine,84.0,844.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,10.42,2,2,1,1,2,2,45.75,1.8360655737704918,2,0.09318927391104746,1,80.0
2023-02-12,6,2023,Nouvelle-Aquitaine,97.0,968.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,26.18,2,2,1,1,2,2,69.5,1.39568345323741,1,0.5944832990877156,1,70.0
2023-02-19,7,2023,Nouvelle-Aquitaine,104.0,1041.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,39.74,2,2,1,1,2,2,92.0,1.1304347826086956,1,0.8644108511059215,1,70.0
2023-02-26,8,2023,Nouvelle-Aquitaine,91.0,914.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,17.55,2,2,1,1,2,2,94.0,0.9680851063829787,1,0.3631168259292534,1,70.0
2023-03-05,9,2023,Nouvelle-Aquitaine,120.0,1203.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,27.94,2,2,1,1,3,2,103.0,1.1650485436893203,1,-0.5458658930506631,1,70.0
2023-03-12,10,2023,Nouvelle-Aquitaine,129.0,1292.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,27.95,2,2,1,1,3,2,111.0,1.162162162162162,1,-0.2109027314059378,1,70.0
2023-03-19,11,2023,Nouvelle-Aquitaine,137.0,1373.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,33.9,2,2,1,1,3,2,119.25,1.148846960167715,1,0.08684230116715136,1,70.0
2023-03-26,12,2023,Nouvelle-Aquitaine,168.0,1683.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,53.3,2,2,1,1,3,2,138.5,1.2129963898916967,1,1.240604302387872,1,70.0
2023-04-02,13,2023,Nouvelle-Aquitaine,140.0,1398.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,52.87,2,2,1,1,4,1,143.5,0.975609756097561,1,-1.979097737100941,1,62.500000000000014
2023-04-09,14,2023,Nouvelle-Aquitaine,168.0,1682.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,59.9,2,2,1,1,4,1,153.25,1.0962479608482871,1,-0.7476591451270221,1,62.500000000000014
2023-04-16,15,2023,Nouvelle-Aquitaine,196.0,1961.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,58.93,2,2,1,1,4,1,168.0,1.1666666666666667,1,0.4837794468468967,1,62.500000000000014
2023-04-23,16,2023,Nouvelle-Aquitaine,208.0,2080.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,68.55,2,2,1,1,4,1,178.0,1.1685393258426966,1,1.0115388434071477,1,62.500000000000014
2023-04-30,17,2023,Nouvelle-Aquitaine,243.0,2429.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,60.9,2,2,1,1,4,1,203.75,1.192638036809816,1,2.5508370833745464,2,67.5
2023-05-07,18,2023,Nouvelle-Aquitaine,193.0,1933.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,81.19,2,2,1,1,5,1,210.0,0.919047619047619,1,-0.8147880582919803,1,62.500000000000014
2023-05-14,19,2023,Nouvelle-Aquitaine,218.0,2175.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,73.41,2,2,1,1,5,1,215.5,1.011600928074246,1,0.14504080618810092,1,62.500000000000014
2023-05-21,20,2023,Nouvelle-Aquitaine,232.0,2322.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,60.11,2,2,1,1,5,1,221.5,1.0474040632054176,1,0.6825449702969464,1,62.500000000000014
2023-05-28,21,2023,Nouvelle-Aquitaine,230.0,2302.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,79.83,2,2,1,1,5,1,218.25,1.0538373424971363,1,0.6057586611385399,1,62.500000000000014
2023-06-04,22,2023,Nouvelle-Aquitaine,228.0,2276.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,80.38,2,2,1,1,6,1,227.0,1.0044052863436124,1,0.18895939320785027,1,62.500000000000014
2023-06-11,23,2023,Nouvelle-Aquitaine,199.0,1995.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,58.21,2,2,1,1,6,1,222.25,0.8953880764904387,1,-1.1062713565986884,1,62.500000000000014
2023-06-18,24,2023,Nouvelle-Aquitaine,250.0,2498.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,52.52,2,2,1,1,6,1,226.75,1.1025358324145536,1,1.1715482378886728,1,62.500000000000014
2023-06-25,25,2023,Nouvelle-Aquitaine,237.0,2367.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,77.51,2,2,1,1,6,1,228.5,1.0371991247264771,1,0.590927556940914,1,62.500000000000014
2023-07-02,26,2023,Nouvelle-Aquitaine,203.0,2030.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,90.76,2,2,1,1,7,1,222.25,0.9133858267716536,1,-0.1981117970018386,1,62.500000000000014
2023-07-09,27,2023,Nouvelle-Aquitaine,212.0,2118.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,59.5,2,2,1,1,7,1,225.5,0.9401330376940134,1,0.16981011171586213,1,62.500000000000014
2023-07-16,28,2023,Nouvelle-Aquitaine,191.0,1915.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,61.51,2,2,1,1,7,1,210.75,0.9062870699881376,1,-0.6886743419587729,1,62.500000000000014
2023-07-23,29,2023,Nouvelle-Aquitaine,205.0,2054.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,67.13,2,2,1,1,7,1,202.75,1.0110974106041923,1,-0.11635137284234953,1,62.500000000000014
2023-07-30,30,2023,Nouvelle-Aquitaine,186.0,1861.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,70.26,2,2,1,1,7,1,198.5,0.9370277078085643,1,-0.8930754023574955,1,62.500000000000014
2023-08-06,31,2023,Nouvelle-Aquitaine,161.0,1610.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,68.82,2,2,1,1,8,1,185.75,0.8667563930013459,1,-0.3024863441667432,1,62.500000000000014
2023-08-13,32,2023,Nouvelle-Aquitaine,164.0,1641.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,39.76,2,2,1,1,8,1,179.0,0.9162011173184358,1,-0.17553611682215156,1,62.500000000000014
2023-08-20,33,2023,Nouvelle-Aquitaine,203.0,2030.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,54.27,2,2,1,1,8,1,178.5,1.1372549019607843,1,1.4748168386575395,1,62.500000000000014
2023-08-27,34,2023,Nouvelle-Aquitaine,135.0,1348.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,40.61,2,2,1,1,8,1,165.75,0.8144796380090498,1,-1.4027216478198705,1,62.500000000000014
2023-09-03,35,2023,Nouvelle-Aquitaine,108.0,1081.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,24.08,2,2,1,1,9,1,152.5,0.7081967213114754,1,0.19085196680527142,1,62.500000000000014
2023-09-10,36,2023,Nouvelle-Aquitaine,88.0,882.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,32.29,2,2,1,1,9,1,133.5,0.6591760299625468,1,-0.6247547289437505,1,62.500000000000014
2023-09-17,37,2023,Nouvelle-Aquitaine,98.0,985.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,54.01,2,2,1,1,9,1,107.25,0.9137529137529138,1,-0.21695138106923956,1,62.500000000000014
2023-09-24,38,2023,Nouvelle-Aquitaine,83.0,829.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,15.41,2,2,1,1,9,1,94.25,0.8806366047745358,1,-0.828656402881006,1,62.500000000000014
2023-10-01,39,2023,Nouvelle-Aquitaine,88.0,883.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,33.09,2,2,1,1,10,1,89.25,0.9859943977591037,1,1.2093954346741016,1,62.500000000000014
2023-10-08,40,2023,Nouvelle-Aquitaine,74.0,736.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,33.74,2,2,1,1,10,1,85.75,0.8629737609329446,1,0.6369377776892213,1,62.500000000000014
2023-10-15,41,2023,Nouvelle-Aquitaine,0.0,0.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,24.6,2,2,1,1,10,1,61.25,0.0,1,-2.388909837802289,2,67.5
2023-10-22,42,2023,Nouvelle-Aquitaine,66.0,660.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,13.08,2,2,1,1,10,1,57.0,1.1578947368421053,1,0.309819116555004,1,62.500000000000014
2023-10-29,43,2023,Nouvelle-Aquitaine,42.0,423.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,18.29,2,2,1,1,10,1,45.5,0.9230769230769231,1,-0.6715368668476479,1,62.500000000000014
2023-11-05,44,2023,Nouvelle-Aquitaine,13.0,127.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,16.32,2,2,1,1,11,1,30.25,0.4297520661157025,1,-0.568460606366861,1,62.500000000000014
2023-11-12,45,2023,Nouvelle-Aquitaine,30.0,298.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,0.0,2,2,1,1,11,1,37.75,0.7947019867549668,1,0.5285147259194598,1,62.500000000000014
2023-11-19,46,2023,Nouvelle-Aquitaine,18.0,176.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,6.35,2,2,1,1,11,1,25.75,0.6990291262135923,1,-0.2458208027532372,1,62.500000000000014
2023-11-26,47,2023,Nouvelle-Aquitaine,8.0,77.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,2.95,2,2,1,1,11,1,17.25,0.463768115942029,1,-0.8911004099804848,1,62.500000000000014
2023-12-03,48,2023,Nouvelle-Aquitaine,0.0,0.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,0.0,2,2,1,1,12,2,14.0,0.0,1,-1.547480486872427,1,70.0
2023-12-10,49,2023,Nouvelle-Aquitaine,31.0,313.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,6.88,2,2,1,1,12,2,14.25,2.175438596491228,2,0.58030518257716,1,80.0
2023-12-17,50,2023,Nouvelle-Aquitaine,18.0,177.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,3.37,2,2,1,1,12,2,14.25,1.263157894736842,1,-0.31199203364363454,1,70.0
2023-12-24,51,2023,Nouvelle-Aquitaine,22.0,224.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,13.86,2,2,1,1,12,2,17.75,1.2394366197183098,1,-0.037439044037236226,1,70.0
2023-12-31,52,2023,Nouvelle-Aquitaine,36.0,356.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,6.53,2,2,1,1,12,2,26.75,1.3457943925233644,1,0.9234964195851579,1,70.0
2024-01-07,1,2024,Nouvelle-Aquitaine,9.0,92.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,11.22,2,2,1,1,1,2,21.25,0.4235294117647059,1,-1.1512394618002764,1,70.0
2024-01-14,2,2024,Nouvelle-Aquitaine,41.0,413.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,7.11,2,2,1,1,1,2,27.0,1.5185185185185186,2,0.34450624495978216,1,80.0
2024-01-21,3,2024,Nouvelle-Aquitaine,34.0,338.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,10.82,2,2,1,1,1,2,30.0,1.1333333333333333,1,0.017311871606019356,1,70.0
2024-01-28,4,2024,Nouvelle-Aquitaine,75.0,748.0,,,75,6000000,22.1,2023,INSEE_estimations_2023,39.8,39.8,40.3,44.7,44.6,47.4,18.85,2,2,1,1,1,2,39.75,1.8867924528301887,2,1.9337360583923444,1,80.0
