1er jour de la semaine;Semaine;Classe d'âge;Taux de passages aux urgences pour grippe;Taux d'hospitalisations après passages aux urgences pour grippe;Taux d'actes médicaux SOS médecins pour grippe
2023-12-25;2023-S52;00-04 ans;2730.8266133;2510.0563154;4756.3417891
2023-12-25;2023-S52;05-14 ans;2398.3655583;1900.0;8965.7151054
2019-12-30;2020-S01;05-14 ans;1309.8802395;317.66200762;4142.6765904
2019-12-30;2020-S01;65 ans ou plus;298.92426596;369.54915004;1781.0686412
2020-01-06;2020-S02;00-04 ans;2154.064356;1247.9778137;3931.1059724
2020-01-06;2020-S02;05-14 ans;1068.1182875;480.96192385;5747.778408
2020-01-13;2020-S03;65 ans ou plus;293.16440778;346.7013368;2019.2119192
2020-01-13;2020-S03;Tous âges;1143.3619872;569.73451034;7228.5827557
2020-01-20;2020-S04;00-04 ans;4876.1553577;2868.7690743;8652.6978613
2020-01-20;2020-S04;15-64 ans;1231.4050585;632.77233379;12332.3198
2020-01-27;2020-S05;00-04 ans;6517.2289374;4811.8445404;12152.649129
2020-01-27;2020-S05;05-14 ans;4947.6416755;2887.3239437;20891.349633
2020-02-03;2020-S06;00-04 ans;7567.7032237;5210.6655811;13362.276893
2020-02-03;2020-S06;15-64 ans;1793.1050496;1000.6497726;16408.61591
2020-02-10;2020-S07;15-64 ans;1748.6440995;1046.2555066;17086.0028
2020-02-10;2020-S07;65 ans ou plus;871.22086314;1134.9264461;4136.0487088
2020-02-17;2020-S08;00-04 ans;6430.1826925;4682.7794562;10412.487462
2020-02-17;2020-S08;15-64 ans;1529.1080006;895.63696848;14059.592355
2020-02-17;2020-S08;65 ans ou plus;785.76148476;1088.8214333;3525.8887172
2020-02-24;2020-S09;00-04 ans;5627.0187567;4173.583116;8637.5285724
2020-02-24;2020-S09;05-14 ans;3297.8081641;1734.3485618;14594.374236
2020-02-24;2020-S09;65 ans ou plus;816.73041989;1035.0157941;3841.6650457
2020-03-02;2020-S10;15-64 ans;1542.964874;913.76863023;12232.022146
2020-03-02;2020-S10;65 ans ou plus;667.80848824;827.85488191;3462.2804346
2020-03-09;2020-S11;05-14 ans;2387.5314353;1481.1680068;10678.156613
2020-03-09;2020-S11;65 ans ou plus;747.98619102;840.68461132;3503.2562318
2020-03-09;2020-S11;Tous âges;1941.488779;1132.2818853;9623.9370541
2020-03-16;2020-S12;05-14 ans;2228.0933509;817.99591002;5642.6332288
2020-03-16;2020-S12;15-64 ans;2144.7694791;1337.6026442;5829.7938465
2020-03-16;2020-S12;Tous âges;1828.5189226;1154.7943428;4868.2475897
2020-03-23;2020-S13;05-14 ans;676.76072494;312.0124805;1493.7993236
2020-03-23;2020-S13;15-64 ans;1316.6101431;640.03631412;1871.9930019
2020-03-30;2020-S14;65 ans ou plus;185.23538448;201.32066355;371.05751391
2020-04-06;2020-S15;Tous âges;255.74370269;160.05909874;317.96502385
2020-04-13;2020-S16;00-04 ans;137.20742534;59.77286312;132.76686139
2020-04-13;2020-S16;Tous âges;151.08503845;108.17231213;278.48688791
2020-04-20;2020-S17;15-64 ans;134.03914332;73.811632713;234.39164713
2020-04-20;2020-S17;Tous âges;110.08969236;63.226595962;197.20834934
2020-04-27;2020-S18;00-04 ans;167.55299774;0.0;248.69435464
2020-04-27;2020-S18;65 ans ou plus;53.317535545;48.301400741;145.30659692
2020-05-04;2020-S19;15-64 ans;79.814691108;33.83113431;178.91130567
2020-05-11;2020-S20;65 ans ou plus;41.390014659;33.00935265;52.29578496
2020-05-18;2020-S21;65 ans ou plus;25.806035387;18.005689798;64.026342267
2020-05-25;2020-S22;00-04 ans;135.34852245;0.0;235.68230026
2020-05-25;2020-S22;Tous âges;34.646446947;16.366314488;160.11998865
2020-06-01;2020-S23;00-04 ans;33.171163202;51.046452272;131.66556945
2020-06-08;2020-S24;05-14 ans;23.444460074;0.0;112.26494527
2020-06-08;2020-S24;Tous âges;22.223030332;16.239624684;200.65157824
2020-06-22;2020-S26;00-04 ans;77.583280803;43.687199651;269.02382782
2020-06-29;2020-S27;Tous âges;29.785544083;5.247966413;212.03050388
2020-07-13;2020-S29;65 ans ou plus;14.529392962;18.014772113;111.04467413
2020-07-20;2020-S30;00-04 ans;45.6962446;0.0;89.71291866
2020-07-20;2020-S30;15-64 ans;50.972281625;25.366761087;292.48725591
2020-07-20;2020-S30;65 ans ou plus;14.528126453;10.531489153;71.206052514
2020-07-27;2020-S31;Tous âges;33.850088557;19.182477679;210.05579082
2020-08-03;2020-S32;00-04 ans;42.498937527;41.59733777;154.29453112
2020-08-03;2020-S32;65 ans ou plus;15.431882269;14.059753954;40.303079155
2020-08-10;2020-S33;05-14 ans;35.73215179;0.0;173.55632692
2020-08-10;2020-S33;15-64 ans;48.482822035;8.2822594004;242.65151933
2020-08-17;2020-S34;15-64 ans;63.002866919;16.956337431;262.747352
2020-08-17;2020-S34;Tous âges;45.624321168;14.052344985;185.99507364
2020-08-24;2020-S35;05-14 ans;59.302601407;163.13213703;110.11194715
2020-08-31;2020-S36;00-04 ans;92.588865183;38.343558282;102.74324463
2020-08-31;2020-S36;15-64 ans;93.934258713;21.827389008;365.94494192
2020-09-07;2020-S37;05-14 ans;144.13958781;66.533599468;357.47385145
2020-09-07;2020-S37;Tous âges;96.929482175;18.522884181;386.96904248
2020-09-14;2020-S38;00-04 ans;126.28034236;62.421972534;126.27591287
2020-09-14;2020-S38;05-14 ans;122.92877814;34.566194262;366.20890553
2020-09-14;2020-S38;Tous âges;109.31534413;21.937595977;365.28818677
2020-09-21;2020-S39;05-14 ans;69.131349564;0.0;360.73177016
2020-09-21;2020-S39;15-64 ans;108.70442955;17.196165255;496.8724778
2020-09-28;2020-S40;00-04 ans;95.956732237;72.595281307;146.18239064
2020-09-28;2020-S40;15-64 ans;94.924227738;22.027402088;525.34872286
2020-10-05;2020-S41;00-04 ans;90.965474468;32.711808963;95.602294455
2020-10-19;2020-S43;00-04 ans;85.896596859;32.894736842;154.81587969
2020-10-26;2020-S44;00-04 ans;65.402223676;75.67158532;190.76688287
2020-11-02;2020-S45;00-04 ans;153.50334241;40.420371867;161.4205004
2020-11-02;2020-S45;05-14 ans;76.295837108;0.0;346.15384615
2020-11-02;2020-S45;65 ans ou plus;36.708794378;24.164595416;169.02995586
2020-11-09;2020-S46;00-04 ans;96.698439011;110.98779134;219.15406531
2020-11-09;2020-S46;15-64 ans;97.443540066;46.761748889;461.55211693
2020-11-23;2020-S48;00-04 ans;86.584032082;110.61946903;126.42225032
2020-12-07;2020-S50;00-04 ans;116.1140498;36.376864314;255.29500756
2020-12-07;2020-S50;05-14 ans;49.83134008;0.0;460.75627582
2020-12-14;2020-S51;00-04 ans;125.94970138;68.610634648;279.32960894
2020-12-21;2020-S52;Tous âges;68.39246617;22.91300695;423.71500277
2020-12-28;2020-S53;05-14 ans;83.512288237;0.0;413.82164287
2021-01-04;2021-S01;00-04 ans;116.85519304;109.09090909;261.71485543
2021-01-04;2021-S01;Tous âges;69.320015242;34.139014065;572.5629163
2021-01-11;2021-S02;05-14 ans;73.158241276;0.0;738.2853699
2021-01-11;2021-S02;65 ans ou plus;20.111386139;16.14205004;197.49835418
2021-02-01;2021-S05;15-64 ans;89.42195096;26.140373807;776.15201081
2021-02-01;2021-S05;65 ans ou plus;18.9426826;16.492397005;216.47151432
2021-02-08;2021-S06;65 ans ou plus;23.71166614;29.965040786;110.26463512
2021-02-08;2021-S06;Tous âges;78.396193299;28.837509118;524.83434
2021-02-15;2021-S07;15-64 ans;77.502214349;33.493824576;658.30543102
2021-02-22;2021-S08;15-64 ans;78.636070908;42.117676789;615.63016588
2021-02-22;2021-S08;65 ans ou plus;13.753056235;6.6467264872;255.94149909
2021-03-01;2021-S09;15-64 ans;68.029062015;16.62303121;529.28120198
2021-03-01;2021-S09;Tous âges;54.372184954;14.670165773;391.33600291
2021-03-08;2021-S10;15-64 ans;75.442977127;32.80436298;714.60724736
2021-03-08;2021-S10;65 ans ou plus;16.882817896;9.6758587325;216.62071682
2021-03-15;2021-S11;00-04 ans;102.94117647;46.082949309;246.83544304
2021-03-15;2021-S11;15-64 ans;79.739035883;35.862288811;575.13809009
2021-03-15;2021-S11;Tous âges;66.024125006;23.693313747;424.68254979
2021-03-29;2021-S13;05-14 ans;46.743105392;72.727272727;298.0967668
2021-04-05;2021-S14;15-64 ans;64.499144399;19.502301272;509.60197404
2021-04-05;2021-S14;65 ans ou plus;23.714946345;31.502016129;136.91596782
2021-04-05;2021-S14;Tous âges;49.893035076;26.421721764;352.13757407
2021-04-12;2021-S15;00-04 ans;69.00835001;96.735187424;104.27528676
2021-04-12;2021-S15;05-14 ans;20.478374836;0.0;291.28388976
2021-04-19;2021-S16;00-04 ans;29.748624126;0.0;76.546233925
2021-04-19;2021-S16;05-14 ans;14.15528346;0.0;258.15536259
2021-04-19;2021-S16;Tous âges;33.488305812;10.873786408;259.93995753
2021-04-26;2021-S17;05-14 ans;20.673259139;0.0;310.49472159
2021-04-26;2021-S17;65 ans ou plus;7.4586789188;9.6918007366;84.578517057
2021-05-03;2021-S18;15-64 ans;33.197139939;19.751915936;355.78531245
2021-05-10;2021-S19;Tous âges;30.032103283;11.524151329;193.24856981
2021-05-24;2021-S21;05-14 ans;35.468179976;0.0;214.56669448
2021-05-24;2021-S21;65 ans ou plus;14.317417138;19.76284585;111.32758141
2021-05-24;2021-S21;Tous âges;38.218629671;15.888652325;268.20713844
2021-05-31;2021-S22;00-04 ans;23.904858663;47.86979416;156.64433035
2021-06-21;2021-S25;15-64 ans;37.144381781;15.277671683;284.69554161
2021-06-21;2021-S25;65 ans ou plus;6.9820700441;3.374957813;99.940035978
2021-06-28;2021-S26;00-04 ans;42.835724995;47.058823529;94.373865699
2021-06-28;2021-S26;05-14 ans;30.487804878;0.0;157.04750687
2021-06-28;2021-S26;65 ans ou plus;9.7334427187;16.73528132;81.226520459
2021-07-12;2021-S28;05-14 ans;19.138755981;0.0;310.89693767
2021-07-12;2021-S28;Tous âges;47.403033794;11.4298777;400.64216404
2021-07-19;2021-S29;00-04 ans;43.67169801;0.0;84.921683336
2021-07-19;2021-S29;05-14 ans;28.108310691;0.0;200.4008016
2021-07-19;2021-S29;15-64 ans;73.520464041;19.617074702;451.74113942
2021-07-26;2021-S30;00-04 ans;28.956131461;57.257371887;120.31062015
2021-08-02;2021-S31;00-04 ans;33.000033;0.0;193.69120089
2021-08-02;2021-S31;15-64 ans;67.58761663;8.1126029286;315.6749874
2021-08-02;2021-S31;Tous âges;48.227557418;6.7844906544;259.11739144
2021-08-16;2021-S33;00-04 ans;24.380050153;34.542314335;49.850448654
2021-08-16;2021-S33;15-64 ans;66.756033615;11.72745397;317.14413021
2021-08-16;2021-S33;65 ans ou plus;12.076160318;10.043521928;103.18949343
2021-08-23;2021-S34;00-04 ans;40.95004095;0.0;81.353726001
2021-08-23;2021-S34;05-14 ans;17.150305275;0.0;95.877277085
2021-08-23;2021-S34;15-64 ans;54.322219451;8.0160320641;320.42932319
2021-09-06;2021-S36;00-04 ans;27.616680475;0.0;87.985140287
2021-09-13;2021-S37;15-64 ans;73.574559082;23.872995663;458.36147834
2021-09-20;2021-S38;Tous âges;64.092479622;20.750199521;447.09198053
2021-09-27;2021-S39;05-14 ans;83.056478405;32.938076416;448.85424049
2021-09-27;2021-S39;15-64 ans;92.079543802;28.317152104;710.60677004
2021-10-04;2021-S40;00-04 ans;72.98643311;61.779242175;189.33066043
2021-10-04;2021-S40;15-64 ans;93.308014667;36.994409734;636.64560062
2021-10-04;2021-S40;65 ans ou plus;16.195206219;9.5238095238;85.299971567
2021-10-11;2021-S41;00-04 ans;57.890008983;57.971014493;175.82872214
2021-10-18;2021-S42;05-14 ans;69.842493136;0.0;407.37345962
2021-10-25;2021-S43;05-14 ans;104.99790004;0.0;521.85257665
2021-10-25;2021-S43;15-64 ans;131.2069917;38.525748042;1108.1769311
2021-10-25;2021-S43;Tous âges;97.95623635;32.868479129;751.19366048
2021-11-08;2021-S45;65 ans ou plus;42.988088139;9.7399435083;328.39088467
2021-11-08;2021-S45;Tous âges;110.8260902;35.485588012;945.86156657
2021-11-15;2021-S46;00-04 ans;256.6954736;189.81880932;358.11641456
2021-11-15;2021-S46;05-14 ans;172.50392054;111.06997408;996.01593625
2021-11-29;2021-S48;00-04 ans;551.00521221;444.24700133;747.94681267
2021-11-29;2021-S48;05-14 ans;443.19533023;323.10177706;1697.0096384
2021-11-29;2021-S48;Tous âges;288.43593764;122.70126842;1822.1138361
2021-12-20;2021-S51;Tous âges;929.41975988;436.70143818;3304.2971078
2021-12-27;2021-S52;05-14 ans;1559.0809628;884.54376164;3151.8987342
2021-12-27;2021-S52;15-64 ans;552.83454371;345.70084817;3634.9844186
2022-01-03;2022-S01;15-64 ans;419.41662436;173.77247929;3983.1812892
2022-01-10;2022-S02;05-14 ans;1050.8977104;659.42591156;4002.062919
2022-01-10;2022-S02;Tous âges;534.94012281;286.80688337;3557.160703
2022-01-17;2022-S03;00-04 ans;1900.9504752;1449.8141264;2370.5376041
2022-02-14;2022-S07;05-14 ans;1533.3397356;1377.0003722;7013.6629798
2022-02-21;2022-S08;05-14 ans;1359.8589776;914.73374714;7694.6472019
2022-02-28;2022-S09;00-04 ans;2984.1845376;1908.5974435;5768.9631176
2022-03-07;2022-S10;00-04 ans;4276.9318908;2982.3083404;8204.3343653
2022-03-14;2022-S11;00-04 ans;5425.0962152;3026.249791;11158.597272
2022-03-14;2022-S11;05-14 ans;3557.1827729;2263.3176925;20392.409135
2022-03-14;2022-S11;65 ans ou plus;657.70298184;896.55377833;3351.9553073
2022-03-21;2022-S12;05-14 ans;4684.8216021;2979.8657718;24455.737137
2022-03-21;2022-S12;15-64 ans;1318.0899788;917.28795035;17524.913391
2022-03-21;2022-S12;65 ans ou plus;848.25983797;1176.6079822;4159.3024626
2022-04-04;2022-S14;65 ans ou plus;1179.0056196;1659.7867217;5121.3656975
2022-04-11;2022-S15;05-14 ans;4134.0639192;2263.4391701;20564.836913
2022-04-11;2022-S15;Tous âges;2066.0824178;1390.9075054;13227.943463
2022-04-18;2022-S16;05-14 ans;2101.8407107;623.26869806;11627.197886
2022-05-02;2022-S18;15-64 ans;219.61540522;116.24644246;4293.1990437
2022-05-09;2022-S19;15-64 ans;166.66838136;73.071302208;2729.832612
2022-05-09;2022-S19;65 ans ou plus;75.761402091;91.931480403;782.77886497
2022-05-09;2022-S19;Tous âges;198.81983651;108.48601736;2354.3954873
2022-05-16;2022-S20;Tous âges;148.58961659;69.362767273;1801.2687317
2022-05-23;2022-S21;Tous âges;127.04480297;48.988621997;1513.2898696
2022-05-30;2022-S22;05-14 ans;191.6340408;206.61157025;1607.6028066
2022-06-06;2022-S23;05-14 ans;130.92753979;29.248318222;1797.2193964
2022-06-06;2022-S23;15-64 ans;142.40770012;34.977264778;2118.9703858
2022-06-13;2022-S24;15-64 ans;117.25899453;37.885963251;1781.1264822
2021-12-06;2021-S49;00-04 ans;955.31704347;540.70755446;1137.0939833
2021-12-06;2021-S49;65 ans ou plus;65.359477124;76.331216414;779.45310503
2022-01-17;2022-S03;Tous âges;544.5825966;282.24414118;3491.8332124
2022-01-24;2022-S04;65 ans ou plus;100.80117296;122.22804261;720.81764389
2022-01-24;2022-S04;Tous âges;541.99286608;269.88529875;3427.8277738
2022-02-21;2022-S08;15-64 ans;391.22676745;274.35403956;6334.4341039
2022-03-07;2022-S10;Tous âges;1402.4043618;880.42708825;10452.878138
2022-03-28;2022-S13;15-64 ans;1479.9641531;1089.2466706;17754.112189
2022-04-04;2022-S14;05-14 ans;5618.08731;3238.0396733;26370.489644
2022-04-04;2022-S14;15-64 ans;1429.365067;1082.7007591;18739.247972
2022-04-18;2022-S16;Tous âges;1258.3887834;930.62605753;8408.9564637
2022-05-02;2022-S18;05-14 ans;451.07961441;269.21926413;4689.3884457
2022-06-13;2022-S24;Tous âges;111.01836624;32.985980958;1340.2021417
2022-06-20;2022-S25;05-14 ans;138.7565754;148.41199169;1350.2319417
2022-06-27;2022-S26;65 ans ou plus;37.229603954;25.032855623;695.59456774
2022-07-04;2022-S27;05-14 ans;189.90050284;33.863867254;1054.111033
2022-07-18;2022-S29;Tous âges;89.435182425;26.184058529;815.67405829
2022-07-25;2022-S30;00-04 ans;74.366455008;0.0;421.94092827
2022-08-01;2022-S31;15-64 ans;91.899839986;24.16139814;916.95629668
2022-08-01;2022-S31;65 ans ou plus;16.442375797;15.923059775;302.54325423
2022-08-08;2022-S32;15-64 ans;89.290516917;32.734563607;882.0231718
2022-08-15;2022-S33;65 ans ou plus;24.36084827;29.46665357;243.14335732
2022-08-15;2022-S33;Tous âges;71.07849984;26.503669102;836.98863128
2022-08-22;2022-S34;00-04 ans;81.103000811;0.0;382.04393505
2022-08-22;2022-S34;65 ans ou plus;30.372258243;55.322333952;265.61835954
2022-08-29;2022-S35;00-04 ans;69.208941795;32.144005143;373.48272642
2022-08-29;2022-S35;Tous âges;66.077136362;19.599836668;768.86040143
2022-09-05;2022-S36;05-14 ans;108.51153928;63.391442155;1172.0477665
2022-09-05;2022-S36;15-64 ans;78.316627599;19.594779951;1123.0685689
2022-09-05;2022-S36;Tous âges;74.827210228;26.882995715;918.91661577
2022-09-12;2022-S37;05-14 ans;90.403337969;120.48192771;1444.5557782
2022-09-12;2022-S37;65 ans ou plus;21.276312815;25.196850394;432.4725071
2022-09-12;2022-S37;Tous âges;84.736385396;30.819490246;1217.8723731
2022-09-19;2022-S38;00-04 ans;125.29214756;46.168051708;633.75007202
2022-09-26;2022-S39;00-04 ans;185.86096693;190.07391763;758.31437547
2022-09-26;2022-S39;05-14 ans;175.32062059;228.60875245;1694.3603176
2022-10-03;2022-S40;00-04 ans;179.12561705;60.581583199;732.29848899
2022-10-10;2022-S41;05-14 ans;242.63650941;64.453754431;2463.4752875
2022-10-10;2022-S41;15-64 ans;238.55361179;67.845312687;3149.0676376
2022-10-10;2022-S41;Tous âges;200.8714315;66.501152687;2357.074635
2022-10-17;2022-S42;00-04 ans;277.85151756;158.78056526;1014.1052826
2022-10-17;2022-S42;15-64 ans;222.94064399;92.663470448;3165.7860272
2022-10-17;2022-S42;65 ans ou plus;96.061479347;83.246618106;977.01149425
2022-10-17;2022-S42;Tous âges;216.98360951;102.06647634;2365.6157859
2022-10-24;2022-S43;05-14 ans;485.52056998;278.10885975;2077.8460638
2022-10-24;2022-S43;65 ans ou plus;100.95786856;108.47621056;1270.8052182
2022-10-31;2022-S44;00-04 ans;262.57283042;181.37847642;976.06896893
2022-10-31;2022-S44;05-14 ans;396.30551552;215.7962883;2679.6589525
2022-10-31;2022-S44;15-64 ans;261.00111383;94.803068172;3453.5340736
2022-11-07;2022-S45;15-64 ans;277.22490759;92.80350966;3889.4939678
2022-11-14;2022-S46;65 ans ou plus;138.57045678;137.81374619;1527.1625087
2022-11-21;2022-S47;65 ans ou plus;183.8613454;192.68982959;2582.9323879
2022-11-28;2022-S48;15-64 ans;902.31701331;426.58476239;11096.688983
2022-11-28;2022-S48;Tous âges;985.82149521;456.10034208;9099.2895045
2022-12-05;2022-S49;00-04 ans;2636.953826;1565.4442673;7797.4317983
2022-12-12;2022-S50;00-04 ans;5194.7093656;3717.3015145;13593.811312
2022-12-12;2022-S50;15-64 ans;2988.3465391;1773.3432094;26386.936512
2022-12-12;2022-S50;65 ans ou plus;1708.8880321;2228.9012421;7641.0319714
2022-12-19;2022-S51;00-04 ans;8268.8093499;5973.82602;15863.710239
2022-12-19;2022-S51;Tous âges;5554.5491972;4102.048902;25355.227397
2022-12-26;2022-S52;05-14 ans;5625.2402082;3318.4945366;18543.182051
2022-12-26;2022-S52;65 ans ou plus;4078.1021013;5349.8477791;10157.798747
2022-12-26;2022-S52;Tous âges;4304.9436464;4362.6496953;17883.356477
2023-01-02;2023-S01;05-14 ans;2462.9513671;1684.5878136;14386.926129
2023-01-02;2023-S01;65 ans ou plus;2039.3725758;2703.5965275;6069.0423163
2023-01-09;2023-S02;05-14 ans;1893.0753297;1738.8451444;12812.578406
2023-01-09;2023-S02;65 ans ou plus;740.04933662;986.4848558;3049.5831505
2023-01-09;2023-S02;Tous âges;1201.2518208;940.76600782;9467.2386609
2023-01-16;2023-S03;65 ans ou plus;476.86784529;609.00210214;2775.024777
2023-01-23;2023-S04;00-04 ans;2227.9597343;1859.9311137;4898.6486486
2023-01-23;2023-S04;05-14 ans;2095.2968535;1460.2981442;12782.930151
2023-01-30;2023-S05;05-14 ans;2981.753449;2130.1429822;13984.379804
2023-01-30;2023-S05;65 ans ou plus;699.53843539;992.43570348;2956.0384032
2023-02-06;2023-S06;00-04 ans;3143.0522004;2930.3234209;5993.6317662
2023-02-06;2023-S06;Tous âges;1642.4544183;1235.0163458;11496.364853
2023-02-20;2023-S08;65 ans ou plus;596.85226956;821.61384149;2902.4038994
2023-02-20;2023-S08;Tous âges;1381.1797339;948.5589201;9827.9209425
2023-02-27;2023-S09;05-14 ans;1842.7271356;1290.1091631;11819.569273
2023-02-27;2023-S09;15-64 ans;880.05233348;358.58178888;10808.885163
2023-03-06;2023-S10;65 ans ou plus;349.52377386;472.42716748;2982.1304247
2023-03-20;2023-S12;05-14 ans;1580.3609083;1257.1086501;9674.5886654
2023-03-27;2023-S13;15-64 ans;525.7760487;210.74396596;7460.8408904
2023-03-27;2023-S13;65 ans ou plus;143.82079674;172.59651779;1874.1793005
2023-03-27;2023-S13;Tous âges;581.97438273;268.12494319;6103.8898633
2023-04-03;2023-S14;05-14 ans;830.0930578;544.62934947;5820.2357564
2023-04-10;2023-S15;00-04 ans;744.11780118;379.50664137;1701.6449234
2023-04-10;2023-S15;15-64 ans;403.93630107;170.65539799;5326.186374
2023-04-17;2023-S16;05-14 ans;431.45046835;143.36917563;2905.3525534
2023-04-24;2023-S17;05-14 ans;240.28268551;104.20284821;2334.0799246
2023-04-24;2023-S17;15-64 ans;239.8515884;55.053086905;3295.7385021
2023-05-01;2023-S18;00-04 ans;178.73861605;205.10483136;837.923811
2023-05-01;2023-S18;65 ans ou plus;59.408146342;39.852851012;1019.7210197
2023-05-08;2023-S19;65 ans ou plus;54.280397022;53.981963673;768.19267103
2023-05-08;2023-S19;Tous âges;132.72819434;52.677243431;1762.6277335
2023-05-15;2023-S20;05-14 ans;90.083683;0.0;1492.6765556
2023-05-15;2023-S20;15-64 ans;132.03579637;19.545756616;2350.4942524
2023-05-15;2023-S20;65 ans ou plus;40.473028521;43.628657796;719.98443277
2023-05-15;2023-S20;Tous âges;105.03243649;30.664969872;1721.9759892
2023-05-22;2023-S21;05-14 ans;88.504682515;78.822911193;1402.7704717
2023-05-22;2023-S21;Tous âges;121.39293532;58.620942332;1599.5177076
2023-05-29;2023-S22;05-14 ans;97.359133504;52.056220718;993.64069952
2023-05-29;2023-S22;15-64 ans;104.72258584;45.611767836;1693.7728301
2023-06-05;2023-S23;15-64 ans;84.671474678;25.384392225;1395.8490652
2023-06-05;2023-S23;65 ans ou plus;40.662427917;45.439398988;520.65647991
2023-06-12;2023-S24;65 ans ou plus;30.99852447;33.865952403;396.1516695
2023-06-19;2023-S25;00-04 ans;101.07249144;46.926325669;507.07636419
2023-06-19;2023-S25;65 ans ou plus;28.792829334;37.638793049;356.12535613
2023-06-26;2023-S26;00-04 ans;85.103968682;0.0;516.13897234
2023-06-26;2023-S26;05-14 ans;77.673673479;57.803468208;1186.2835959
2023-06-26;2023-S26;65 ans ou plus;18.987822477;22.164524096;382.95835328
2023-07-03;2023-S27;00-04 ans;70.49079214;48.626306832;431.89881228
2023-07-10;2023-S28;05-14 ans;89.010041445;62.383031815;906.20328849
2023-07-10;2023-S28;15-64 ans;80.322510129;26.211338276;1115.5158108
2023-07-10;2023-S28;Tous âges;69.369198929;30.518975173;864.63847063
2023-07-17;2023-S29;00-04 ans;75.272864132;27.495188342;312.09840279
2023-07-17;2023-S29;05-14 ans;77.746546259;32.195750161;753.04540421
2023-07-17;2023-S29;65 ans ou plus;36.075036075;40.930701174;346.02076125
2023-07-17;2023-S29;Tous âges;77.197922459;32.345511675;894.25259238
2023-07-31;2023-S31;15-64 ans;107.50791148;23.720102787;1519.9798253
2023-08-14;2023-S33;00-04 ans;74.985514162;62.034739454;513.739546
2023-08-21;2023-S34;00-04 ans;54.432877458;29.507229271;539.11735206
2023-08-28;2023-S35;15-64 ans;169.42546903;31.512191279;1888.5435552
2023-09-04;2023-S36;15-64 ans;144.8620695;18.333150002;2097.1778718
2023-09-04;2023-S36;65 ans ou plus;55.396081986;45.937586133;677.59562842
2023-09-11;2023-S37;00-04 ans;100.81982436;42.471862391;786.10733938
2023-09-11;2023-S37;Tous âges;126.50624088;30.769230769;2001.1778705
2023-09-18;2023-S38;15-64 ans;179.26485998;43.77804531;3290.1480054
2023-09-18;2023-S38;Tous âges;141.17792348;42.58881236;2508.8232562
2023-09-25;2023-S39;65 ans ou plus;64.906966681;64.43110265;1220.0582046
2023-09-25;2023-S39;Tous âges;183.73684981;64.253587492;2711.0129975
2023-10-02;2023-S40;65 ans ou plus;94.64296548;77.119297621;1446.2583543
2023-10-09;2023-S41;05-14 ans;172.07825463;27.181299266;2713.3077308
2023-10-09;2023-S41;15-64 ans;230.20698479;56.112524315;3773.2736757
2023-10-09;2023-S41;65 ans ou plus;104.98244259;87.693656825;1199.4516792
2023-10-23;2023-S43;00-04 ans;185.05825908;89.782725804;810.46336147
2023-10-23;2023-S43;15-64 ans;253.37743147;71.301247772;3698.3895837
2023-10-30;2023-S44;15-64 ans;268.7369364;60.807523918;4344.7574367
2023-11-06;2023-S45;Tous âges;205.36179917;92.707045735;3788.5025321
2023-11-13;2023-S46;65 ans ou plus;114.04628792;111.03643748;1854.7661871
2023-11-20;2023-S47;65 ans ou plus;136.71634438;151.43572718;2566.1587811
2023-11-27;2023-S48;65 ans ou plus;206.49498769;200.95453404;3004.4794057
2023-12-04;2023-S49;65 ans ou plus;326.09072723;371.54557535;3675.7675555
2023-12-25;2023-S52;15-64 ans;1411.045946;1027.0482164;10768.55276
2023-12-25;2023-S52;65 ans ou plus;1262.5922045;1662.7139616;5542.4796902
2023-12-25;2023-S52;Tous âges;1652.7552729;1523.4157157;8688.9697218
2019-12-30;2020-S01;00-04 ans;1748.6149584;1162.1472053;2508.2773151
2019-12-30;2020-S01;15-64 ans;889.2455333;285.03851052;5724.7387677
2020-01-06;2020-S02;Tous âges;856.89461921;425.15735805;5368.55154
2020-01-13;2020-S03;00-04 ans;3430.5909864;2672.1703237;6191.2868041
2020-01-13;2020-S03;15-64 ans;826.52664333;419.14076144;7826.5765766
2020-01-20;2020-S04;05-14 ans;3374.3597213;1833.2135155;16002.813119
2020-01-20;2020-S04;Tous âges;1812.0877659;796.2685324;11163.737821
2020-01-27;2020-S05;15-64 ans;1918.8052094;1027.7982566;16462.434503
2020-02-03;2020-S06;Tous âges;2780.4854422;1390.0582768;15728.044225
2020-02-10;2020-S07;Tous âges;2767.8414355;1529.7709425;15965.679491
2020-02-17;2020-S08;05-14 ans;4469.6244917;2779.9227799;18969.838389
2020-02-17;2020-S08;Tous âges;2310.5191952;1359.4398255;12727.012727
2020-03-02;2020-S10;00-04 ans;4273.5595743;2951.2516469;7904.642409
2020-03-02;2020-S10;05-14 ans;2684.0066408;1551.3126492;12665.656948
2020-03-09;2020-S11;00-04 ans;3805.8410502;2430.4617877;6117.1782763
2020-03-16;2020-S12;00-04 ans;1959.1426658;1205.6737589;2837.0989374
2020-03-16;2020-S12;65 ans ou plus;926.95330559;1013.6780134;2361.489555
2020-03-23;2020-S13;00-04 ans;802.65931571;495.78582053;903.3778476
2020-03-23;2020-S13;65 ans ou plus;551.66846071;559.23943437;861.43502469
2020-03-23;2020-S13;Tous âges;1043.0162485;585.70095499;1569.9632724
