date,week,year,region,urgences_grippe,urgences_totales
2025-02-23,8,2025,Provence-Alpes-Côte d'Azur,131.0,1313.0
2025-03-02,9,2025,Provence-Alpes-Côte d'Azur,130.0,1297.0
2025-03-09,10,2025,Provence-Alpes-Côte d'Azur,166.0,1656.0
2025-03-16,11,2025,Provence-Alpes-Côte d'Azur,199.0,1990.0
2025-03-23,12,2025,Provence-Alpes-Côte d'Azur,165.0,1646.0
2025-03-30,13,2025,Provence-Alpes-Côte d'Azur,217.0,2174.0
2025-04-06,14,2025,Provence-Alpes-Côte d'Azur,202.0,2023.0
2025-04-13,15,2025,Provence-Alpes-Côte d'Azur,218.0,2184.0
2025-04-20,16,2025,Provence-Alpes-Côte d'Azur,254.0,2542.0
2025-04-27,17,2025,Provence-Alpes-Côte d'Azur,271.0,2709.0
2025-05-04,18,2025,Provence-Alpes-Côte d'Azur,263.0,2629.0
2025-05-11,19,2025,Provence-Alpes-Côte d'Azur,289.0,2895.0
2025-05-18,20,2025,Provence-Alpes-Côte d'Azur,290.0,2896.0
2025-05-25,21,2025,Provence-Alpes-Côte d'Azur,294.0,2939.0
2025-06-01,22,2025,Provence-Alpes-Côte d'Azur,309.0,3086.0
2025-06-08,23,2025,Provence-Alpes-Côte d'Azur,289.0,2894.0
2025-06-15,24,2025,Provence-Alpes-Côte d'Azur,301.0,3014.0
2025-06-22,25,2025,Provence-Alpes-Côte d'Azur,282.0,2819.0
2025-06-29,26,2025,Provence-Alpes-Côte d'Azur,296.0,2960.0
2025-07-06,27,2025,Provence-Alpes-Côte d'Azur,266.0,2659.0
2025-07-13,28,2025,Provence-Alpes-Côte d'Azur,266.0,2663.0
2025-07-20,29,2025,Provence-Alpes-Côte d'Azur,284.0,2838.0
2025-07-27,30,2025,Provence-Alpes-Côte d'Azur,275.0,2752.0
2025-08-03,31,2025,Provence-Alpes-Côte d'Azur,242.0,2417.0
2025-08-10,32,2025,Provence-Alpes-Côte d'Azur,237.0,2370.0
2025-08-17,33,2025,Provence-Alpes-Côte d'Azur,233.0,2328.0
2025-08-24,34,2025,Provence-Alpes-Côte d'Azur,189.0,1885.0
2025-08-31,35,2025,Provence-Alpes-Côte d'Azur,163.0,1628.0
2025-09-07,36,2025,Provence-Alpes-Côte d'Azur,169.0,1691.0
2025-09-14,37,2025,Provence-Alpes-Côte d'Azur,157.0,1572.0
2025-09-21,38,2025,Provence-Alpes-Côte d'Azur,113.0,1130.0
2025-09-28,39,2025,Provence-Alpes-Côte d'Azur,141.0,1405.0
2025-10-05,40,2025,Provence-Alpes-Côte d'Azur,82.0,818.0
2025-10-12,41,2025,Provence-Alpes-Côte d'Azur,46.0,457.0
2025-10-19,42,2025,Provence-Alpes-Côte d'Azur,39.0,393.0
2020-01-05,1,2020,Nouvelle-Aquitaine,46.0,462.0
2020-01-12,2,2020,Nouvelle-Aquitaine,1.0,10.0
2020-01-19,3,2020,Nouvelle-Aquitaine,28.0,278.0
2020-01-26,4,2020,Nouvelle-Aquitaine,53.0,530.0
2020-02-02,5,2020,Nouvelle-Aquitaine,43.0,428.0
2020-02-09,6,2020,Nouvelle-Aquitaine,52.0,519.0
2020-02-16,7,2020,Nouvelle-Aquitaine,73.0,734.0
2020-02-23,8,2020,Nouvelle-Aquitaine,104.0,1038.0
2020-03-01,9,2020,Nouvelle-Aquitaine,128.0,1283.0
2020-03-08,10,2020,Nouvelle-Aquitaine,123.0,1226.0
2020-03-15,11,2020,Nouvelle-Aquitaine,117.0,1168.0
2020-03-22,12,2020,Nouvelle-Aquitaine,136.0,1361.0
2020-03-29,13,2020,Nouvelle-Aquitaine,178.0,1777.0
2020-04-05,14,2020,Nouvelle-Aquitaine,179.0,1792.0
2020-04-12,15,2020,Nouvelle-Aquitaine,203.0,2028.0
2020-04-19,16,2020,Nouvelle-Aquitaine,167.0,1669.0
2020-04-26,17,2020,Nouvelle-Aquitaine,182.0,1821.0
2020-05-03,18,2020,Nouvelle-Aquitaine,245.0,2447.0
2020-05-10,19,2020,Nouvelle-Aquitaine,199.0,1992.0
2020-05-17,20,2020,Nouvelle-Aquitaine,204.0,2045.0
2020-05-24,21,2020,Nouvelle-Aquitaine,258.0,2579.0
2020-05-31,22,2020,Nouvelle-Aquitaine,275.0,2746.0
2020-06-07,23,2020,Nouvelle-Aquitaine,260.0,2599.0
2020-06-14,24,2020,Nouvelle-Aquitaine,198.0,1977.0
2020-06-21,25,2020,Nouvelle-Aquitaine,238.0,2380.0
2020-06-28,26,2020,Nouvelle-Aquitaine,186.0,1861.0
2020-07-05,27,2020,Nouvelle-Aquitaine,185.0,1855.0
2020-07-12,28,2020,Nouvelle-Aquitaine,249.0,2493.0
2020-07-19,29,2020,Nouvelle-Aquitaine,188.0,1884.0
2020-07-26,30,2020,Nouvelle-Aquitaine,195.0,1950.0
2020-08-02,31,2020,Nouvelle-Aquitaine,192.0,1922.0
2020-08-09,32,2020,Nouvelle-Aquitaine,168.0,1681.0
2020-08-16,33,2020,Nouvelle-Aquitaine,161.0,1609.0
2020-08-23,34,2020,Nouvelle-Aquitaine,161.0,1611.0
2020-08-30,35,2020,Nouvelle-Aquitaine,143.0,1432.0
2020-09-06,36,2020,Nouvelle-Aquitaine,114.0,1143.0
2020-09-13,37,2020,Nouvelle-Aquitaine,106.0,1061.0
2020-09-20,38,2020,Nouvelle-Aquitaine,135.0,1355.0
2020-09-27,39,2020,Nouvelle-Aquitaine,82.0,824.0
2020-10-04,40,2020,Nouvelle-Aquitaine,63.0,634.0
2020-10-11,41,2020,Nouvelle-Aquitaine,34.0,338.0
2020-10-18,42,2020,Nouvelle-Aquitaine,52.0,520.0
2020-10-25,43,2020,Nouvelle-Aquitaine,72.0,721.0
2020-11-01,44,2020,Nouvelle-Aquitaine,57.0,566.0
2020-11-08,45,2020,Nouvelle-Aquitaine,28.0,284.0
2020-11-15,46,2020,Nouvelle-Aquitaine,22.0,215.0
2020-11-22,47,2020,Nouvelle-Aquitaine,28.0,284.0
2020-11-29,48,2020,Nouvelle-Aquitaine,0.0,0.0
2020-12-06,49,2020,Nouvelle-Aquitaine,5.0,53.0
2020-12-13,50,2020,Nouvelle-Aquitaine,31.0,315.0
2020-12-20,51,2020,Nouvelle-Aquitaine,28.0,284.0
2020-12-27,52,2020,Nouvelle-Aquitaine,50.0,499.0
2021-01-03,53,2021,Nouvelle-Aquitaine,26.0,263.0
2021-01-10,1,2021,Nouvelle-Aquitaine,4.0,40.0
2021-01-17,2,2021,Nouvelle-Aquitaine,46.0,462.0
2021-01-24,3,2021,Nouvelle-Aquitaine,11.0,110.0
2021-01-31,4,2021,Nouvelle-Aquitaine,40.0,402.0
2021-02-07,5,2021,Nouvelle-Aquitaine,53.0,527.0
2021-02-14,6,2021,Nouvelle-Aquitaine,92.0,919.0
2021-02-21,7,2021,Nouvelle-Aquitaine,131.0,1312.0
2021-02-28,8,2021,Nouvelle-Aquitaine,87.0,872.0
2021-03-07,9,2021,Nouvelle-Aquitaine,72.0,718.0
2021-03-14,10,2021,Nouvelle-Aquitaine,107.0,1067.0
2021-03-21,11,2021,Nouvelle-Aquitaine,129.0,1295.0
2021-03-28,12,2021,Nouvelle-Aquitaine,164.0,1640.0
2021-04-04,13,2021,Nouvelle-Aquitaine,146.0,1465.0
2021-04-11,14,2021,Nouvelle-Aquitaine,171.0,1710.0
2021-04-18,15,2021,Nouvelle-Aquitaine,180.0,1800.0
2021-04-25,16,2021,Nouvelle-Aquitaine,182.0,1821.0
2021-05-02,17,2021,Nouvelle-Aquitaine,180.0,1797.0
2021-05-09,18,2021,Nouvelle-Aquitaine,176.0,1761.0
2021-05-16,19,2021,Nouvelle-Aquitaine,220.0,2200.0
2021-05-23,20,2021,Nouvelle-Aquitaine,249.0,2486.0
2021-05-30,21,2021,Nouvelle-Aquitaine,195.0,1955.0
2021-06-06,22,2021,Nouvelle-Aquitaine,242.0,2419.0
2021-06-13,23,2021,Nouvelle-Aquitaine,224.0,2240.0
2021-06-20,24,2021,Nouvelle-Aquitaine,233.0,2335.0
2021-06-27,25,2021,Nouvelle-Aquitaine,218.0,2181.0
2021-07-04,26,2021,Nouvelle-Aquitaine,239.0,2388.0
2021-07-11,27,2021,Nouvelle-Aquitaine,244.0,2438.0
2021-07-18,28,2021,Nouvelle-Aquitaine,178.0,1776.0
2021-07-25,29,2021,Nouvelle-Aquitaine,202.0,2018.0
2021-08-01,30,2021,Nouvelle-Aquitaine,206.0,2061.0
2021-08-08,31,2021,Nouvelle-Aquitaine,189.0,1891.0
2021-08-15,32,2021,Nouvelle-Aquitaine,206.0,2062.0
2021-08-22,33,2021,Nouvelle-Aquitaine,138.0,1377.0
2021-08-29,34,2021,Nouvelle-Aquitaine,162.0,1620.0
2021-09-05,35,2021,Nouvelle-Aquitaine,116.0,1164.0
2021-09-12,36,2021,Nouvelle-Aquitaine,110.0,1104.0
2021-09-19,37,2021,Nouvelle-Aquitaine,73.0,730.0
2021-09-26,38,2021,Nouvelle-Aquitaine,91.0,907.0
2021-10-03,39,2021,Nouvelle-Aquitaine,57.0,566.0
2021-10-10,40,2021,Nouvelle-Aquitaine,61.0,606.0
2021-10-17,41,2021,Nouvelle-Aquitaine,34.0,336.0
2021-10-24,42,2021,Nouvelle-Aquitaine,65.0,646.0
2021-10-31,43,2021,Nouvelle-Aquitaine,20.0,204.0
2021-11-07,44,2021,Nouvelle-Aquitaine,31.0,308.0
2021-11-14,45,2021,Nouvelle-Aquitaine,0.0,0.0
2021-11-21,46,2021,Nouvelle-Aquitaine,12.0,124.0
2021-11-28,47,2021,Nouvelle-Aquitaine,39.0,388.0
2021-12-05,48,2021,Nouvelle-Aquitaine,6.0,62.0
2021-12-12,49,2021,Nouvelle-Aquitaine,6.0,64.0
2021-12-19,50,2021,Nouvelle-Aquitaine,4.0,39.0
2021-12-26,51,2021,Nouvelle-Aquitaine,34.0,344.0
2022-01-02,52,2022,Nouvelle-Aquitaine,37.0,372.0
2022-01-09,1,2022,Nouvelle-Aquitaine,26.0,259.0
2022-01-16,2,2022,Nouvelle-Aquitaine,40.0,404.0
2022-01-23,3,2022,Nouvelle-Aquitaine,39.0,392.0
2022-01-30,4,2022,Nouvelle-Aquitaine,23.0,234.0
2022-02-06,5,2022,Nouvelle-Aquitaine,59.0,586.0
2022-02-13,6,2022,Nouvelle-Aquitaine,66.0,656.0
2022-02-20,7,2022,Nouvelle-Aquitaine,64.0,643.0
2022-02-27,8,2022,Nouvelle-Aquitaine,87.0,874.0
2022-03-06,9,2022,Nouvelle-Aquitaine,127.0,1270.0
2022-03-13,10,2022,Nouvelle-Aquitaine,118.0,1179.0
2022-03-20,11,2022,Nouvelle-Aquitaine,113.0,1129.0
2022-03-27,12,2022,Nouvelle-Aquitaine,152.0,1515.0
2022-04-03,13,2022,Nouvelle-Aquitaine,169.0,1685.0
2022-04-10,14,2022,Nouvelle-Aquitaine,199.0,1993.0
2022-04-17,15,2022,Nouvelle-Aquitaine,192.0,1921.0
2022-04-24,16,2022,Nouvelle-Aquitaine,195.0,1949.0
2022-05-01,17,2022,Nouvelle-Aquitaine,169.0,1685.0
2022-05-08,18,2022,Nouvelle-Aquitaine,220.0,2197.0
2022-05-15,19,2022,Nouvelle-Aquitaine,240.0,2400.0
2022-05-22,20,2022,Nouvelle-Aquitaine,231.0,2305.0
2022-05-29,21,2022,Nouvelle-Aquitaine,224.0,2239.0
2022-06-05,22,2022,Nouvelle-Aquitaine,202.0,2015.0
2022-06-12,23,2022,Nouvelle-Aquitaine,274.0,2736.0
2022-06-19,24,2022,Nouvelle-Aquitaine,253.0,2531.0
2022-06-26,25,2022,Nouvelle-Aquitaine,215.0,2153.0
2022-07-03,26,2022,Nouvelle-Aquitaine,238.0,2384.0
2022-07-10,27,2022,Nouvelle-Aquitaine,260.0,2602.0
2022-07-17,28,2022,Nouvelle-Aquitaine,243.0,2432.0
2022-07-24,29,2022,Nouvelle-Aquitaine,194.0,1943.0
2022-07-31,30,2022,Nouvelle-Aquitaine,204.0,2044.0
2022-08-07,31,2022,Nouvelle-Aquitaine,145.0,1451.0
2022-08-14,32,2022,Nouvelle-Aquitaine,177.0,1774.0
2022-08-21,33,2022,Nouvelle-Aquitaine,148.0,1483.0
2022-08-28,34,2022,Nouvelle-Aquitaine,151.0,1508.0
2022-09-04,35,2022,Nouvelle-Aquitaine,158.0,1580.0
2022-09-11,36,2022,Nouvelle-Aquitaine,114.0,1142.0
2022-09-18,37,2022,Nouvelle-Aquitaine,120.0,1204.0
2022-09-25,38,2022,Nouvelle-Aquitaine,146.0,1459.0
2022-10-02,39,2022,Nouvelle-Aquitaine,87.0,867.0
2022-10-09,40,2022,Nouvelle-Aquitaine,99.0,985.0
2022-10-16,41,2022,Nouvelle-Aquitaine,72.0,719.0
2022-10-23,42,2022,Nouvelle-Aquitaine,53.0,531.0
2022-10-30,43,2022,Nouvelle-Aquitaine,42.0,425.0
2022-11-06,44,2022,Nouvelle-Aquitaine,12.0,115.0
2022-11-13,45,2022,Nouvelle-Aquitaine,35.0,348.0
2022-11-20,46,2022,Nouvelle-Aquitaine,29.0,287.0
2022-11-27,47,2022,Nouvelle-Aquitaine,36.0,355.0
2022-12-04,48,2022,Nouvelle-Aquitaine,15.0,151.0
2022-12-11,49,2022,Nouvelle-Aquitaine,0.0,0.0
2022-12-18,50,2022,Nouvelle-Aquitaine,34.0,337.0
2022-12-25,51,2022,Nouvelle-Aquitaine,30.0,301.0
2023-01-01,52,2023,Nouvelle-Aquitaine,42.0,421.0
2023-01-08,1,2023,Nouvelle-Aquitaine,18.0,176.0
2023-01-15,2,2023,Nouvelle-Aquitaine,2.0,23.0
2023-01-22,3,2023,Nouvelle-Aquitaine,14.0,145.0
2023-01-29,4,2023,Nouvelle-Aquitaine,83.0,828.0
2023-02-05,5,2023,Nouvelle-Aquitaine,84.0,844.0
2023-02-12,6,2023,Nouvelle-Aquitaine,97.0,968.0
2023-02-19,7,2023,Nouvelle-Aquitaine,104.0,1041.0
2023-02-26,8,2023,Nouvelle-Aquitaine,91.0,914.0
2023-03-05,9,2023,Nouvelle-Aquitaine,120.0,1203.0
2023-03-12,10,2023,Nouvelle-Aquitaine,129.0,1292.0
2023-03-19,11,2023,Nouvelle-Aquitaine,137.0,1373.0
2023-03-26,12,2023,Nouvelle-Aquitaine,168.0,1683.0
2023-04-02,13,2023,Nouvelle-Aquitaine,140.0,1398.0
2023-04-09,14,2023,Nouvelle-Aquitaine,168.0,1682.0
2023-04-16,15,2023,Nouvelle-Aquitaine,196.0,1961.0
2023-04-23,16,2023,Nouvelle-Aquitaine,208.0,2080.0
2023-04-30,17,2023,Nouvelle-Aquitaine,243.0,2429.0
2023-05-07,18,2023,Nouvelle-Aquitaine,193.0,1933.0
2023-05-14,19,2023,Nouvelle-Aquitaine,218.0,2175.0
2023-05-21,20,2023,Nouvelle-Aquitaine,232.0,2322.0
2023-05-28,21,2023,Nouvelle-Aquitaine,230.0,2302.0
2023-06-04,22,2023,Nouvelle-Aquitaine,228.0,2276.0
2023-06-11,23,2023,Nouvelle-Aquitaine,199.0,1995.0
2023-06-18,24,2023,Nouvelle-Aquitaine,250.0,2498.0
2023-06-25,25,2023,Nouvelle-Aquitaine,237.0,2367.0
2023-07-02,26,2023,Nouvelle-Aquitaine,203.0,2030.0
2023-07-09,27,2023,Nouvelle-Aquitaine,212.0,2118.0
2023-07-16,28,2023,Nouvelle-Aquitaine,191.0,1915.0
2023-07-23,29,2023,Nouvelle-Aquitaine,205.0,2054.0
2023-07-30,30,2023,Nouvelle-Aquitaine,186.0,1861.0
2023-08-06,31,2023,Nouvelle-Aquitaine,161.0,1610.0
2023-08-13,32,2023,Nouvelle-Aquitaine,164.0,1641.0
2023-08-20,33,2023,Nouvelle-Aquitaine,203.0,2030.0
2023-08-27,34,2023,Nouvelle-Aquitaine,135.0,1348.0
2023-09-03,35,2023,Nouvelle-Aquitaine,108.0,1081.0
2023-09-10,36,2023,Nouvelle-Aquitaine,88.0,882.0
2023-09-17,37,2023,Nouvelle-Aquitaine,98.0,985.0
2023-09-24,38,2023,Nouvelle-Aquitaine,83.0,829.0
2023-10-01,39,2023,Nouvelle-Aquitaine,88.0,883.0
2023-10-08,40,2023,Nouvelle-Aquitaine,74.0,736.0
2023-10-15,41,2023,Nouvelle-Aquitaine,0.0,0.0
2023-10-22,42,2023,Nouvelle-Aquitaine,66.0,660.0
2023-10-29,43,2023,Nouvelle-Aquitaine,42.0,423.0
2023-11-05,44,2023,Nouvelle-Aquitaine,13.0,127.0
2023-11-12,45,2023,Nouvelle-Aquitaine,30.0,298.0
2023-11-19,46,2023,Nouvelle-Aquitaine,18.0,176.0
2023-11-26,47,2023,Nouvelle-Aquitaine,8.0,77.0
2023-12-03,48,2023,Nouvelle-Aquitaine,0.0,0.0
2023-12-10,49,2023,Nouvelle-Aquitaine,31.0,313.0
2023-12-17,50,2023,Nouvelle-Aquitaine,18.0,177.0
2023-12-24,51,2023,Nouvelle-Aquitaine,22.0,224.0
2023-12-31,52,2023,Nouvelle-Aquitaine,36.0,356.0
2024-01-07,1,2024,Nouvelle-Aquitaine,9.0,92.0
2024-01-14,2,2024,Nouvelle-Aquitaine,41.0,413.0
2024-01-21,3,2024,Nouvelle-Aquitaine,34.0,338.0
2024-01-28,4,2024,Nouvelle-Aquitaine,75.0,748.0
2024-02-04,5,2024,Nouvelle-Aquitaine,22.0,218.0
2024-02-11,6,2024,Nouvelle-Aquitaine,69.0,695.0
2024-02-18,7,2024,Nouvelle-Aquitaine,101.0,1010.0
2024-02-25,8,2024,Nouvelle-Aquitaine,92.0,921.0
2024-03-03,9,2024,Nouvelle-Aquitaine,131.0,1306.0
2024-03-10,10,2024,Nouvelle-Aquitaine,145.0,1446.0
2024-03-17,11,2024,Nouvelle-Aquitaine,149.0,1494.0
2024-03-24,12,2024,Nouvelle-Aquitaine,138.0,1380.0
2024-03-31,13,2024,Nouvelle-Aquitaine,212.0,2116.0
2024-04-07,14,2024,Nouvelle-Aquitaine,185.0,1853.0
2024-04-14,15,2024,Nouvelle-Aquitaine,193.0,1925.0
2024-04-21,16,2024,Nouvelle-Aquitaine,181.0,1807.0
2024-04-28,17,2024,Nouvelle-Aquitaine,236.0,2364.0
2024-05-05,18,2024,Nouvelle-Aquitaine,183.0,1833.0
2024-05-12,19,2024,Nouvelle-Aquitaine,208.0,2085.0
2024-05-19,20,2024,Nouvelle-Aquitaine,200.0,2000.0
2024-05-26,21,2024,Nouvelle-Aquitaine,214.0,2144.0
2024-06-02,22,2024,Nouvelle-Aquitaine,224.0,2242.0
2024-06-09,23,2024,Nouvelle-Aquitaine,207.0,2071.0
2024-06-16,24,2024,Nouvelle-Aquitaine,220.0,2204.0
2024-06-23,25,2024,Nouvelle-Aquitaine,198.0,1984.0
2024-06-30,26,2024,Nouvelle-Aquitaine,223.0,2230.0
2024-07-07,27,2024,Nouvelle-Aquitaine,208.0,2076.0
2024-07-14,28,2024,Nouvelle-Aquitaine,164.0,1640.0
2024-07-21,29,2024,Nouvelle-Aquitaine,206.0,2062.0
2024-07-28,30,2024,Nouvelle-Aquitaine,217.0,2170.0
2024-08-04,31,2024,Nouvelle-Aquitaine,184.0,1837.0
2024-08-11,32,2024,Nouvelle-Aquitaine,187.0,1868.0
2024-08-18,33,2024,Nouvelle-Aquitaine,129.0,1289.0
2024-08-25,34,2024,Nouvelle-Aquitaine,153.0,1530.0
2024-09-01,35,2024,Nouvelle-Aquitaine,124.0,1237.0
2024-09-08,36,2024,Nouvelle-Aquitaine,88.0,883.0
2024-09-15,37,2024,Nouvelle-Aquitaine,99.0,986.0
2024-09-22,38,2024,Nouvelle-Aquitaine,84.0,840.0
2024-09-29,39,2024,Nouvelle-Aquitaine,62.0,615.0
2024-10-06,40,2024,Nouvelle-Aquitaine,76.0,757.0
2024-10-13,41,2024,Nouvelle-Aquitaine,36.0,365.0
2024-10-20,42,2024,Nouvelle-Aquitaine,88.0,877.0
2024-10-27,43,2024,Nouvelle-Aquitaine,40.0,398.0
2024-11-03,44,2024,Nouvelle-Aquitaine,41.0,407.0
2024-11-10,45,2024,Nouvelle-Aquitaine,5.0,48.0
2024-11-17,46,2024,Nouvelle-Aquitaine,14.0,139.0
2024-11-24,47,2024,Nouvelle-Aquitaine,0.0,0.0
2024-12-01,48,2024,Nouvelle-Aquitaine,12.0,119.0
2024-12-08,49,2024,Nouvelle-Aquitaine,26.0,259.0
2024-12-15,50,2024,Nouvelle-Aquitaine,30.0,304.0
2024-12-22,51,2024,Nouvelle-Aquitaine,42.0,423.0
2024-12-29,52,2024,Nouvelle-Aquitaine,36.0,356.0
2025-01-05,1,2025,Nouvelle-Aquitaine,20.0,203.0
2025-01-12,2,2025,Nouvelle-Aquitaine,41.0,408.0
2025-01-19,3,2025,Nouvelle-Aquitaine,35.0,354.0
2025-01-26,4,2025,Nouvelle-Aquitaine,74.0,742.0
2025-02-02,5,2025,Nouvelle-Aquitaine,82.0,817.0
2025-02-09,6,2025,Nouvelle-Aquitaine,69.0,692.0
2025-02-16,7,2025,Nouvelle-Aquitaine,128.0,1276.0
2025-02-23,8,2025,Nouvelle-Aquitaine,108.0,1080.0
2025-03-02,9,2025,Nouvelle-Aquitaine,100.0,999.0
2025-03-09,10,2025,Nouvelle-Aquitaine,123.0,1228.0
2025-03-16,11,2025,Nouvelle-Aquitaine,144.0,1443.0
2025-03-23,12,2025,Nouvelle-Aquitaine,121.0,1210.0
2025-03-30,13,2025,Nouvelle-Aquitaine,155.0,1555.0
2025-04-06,14,2025,Nouvelle-Aquitaine,172.0,1716.0
2025-04-13,15,2025,Nouvelle-Aquitaine,172.0,1720.0
2025-04-20,16,2025,Nouvelle-Aquitaine,185.0,1850.0
2025-04-27,17,2025,Nouvelle-Aquitaine,181.0,1810.0
2025-05-04,18,2025,Nouvelle-Aquitaine,207.0,2071.0
2025-05-11,19,2025,Nouvelle-Aquitaine,188.0,1885.0
2025-05-18,20,2025,Nouvelle-Aquitaine,227.0,2272.0
2025-05-25,21,2025,Nouvelle-Aquitaine,199.0,1986.0
2025-06-01,22,2025,Nouvelle-Aquitaine,247.0,2466.0
2025-06-08,23,2025,Nouvelle-Aquitaine,201.0,2008.0
2025-06-15,24,2025,Nouvelle-Aquitaine,192.0,1924.0
2025-06-22,25,2025,Nouvelle-Aquitaine,228.0,2282.0
2025-06-29,26,2025,Nouvelle-Aquitaine,221.0,2213.0
2025-07-06,27,2025,Nouvelle-Aquitaine,205.0,2051.0
2025-07-13,28,2025,Nouvelle-Aquitaine,206.0,2064.0
2025-07-20,29,2025,Nouvelle-Aquitaine,175.0,1749.0
2025-07-27,30,2025,Nouvelle-Aquitaine,207.0,2069.0
2025-08-03,31,2025,Nouvelle-Aquitaine,189.0,1886.0
2025-08-10,32,2025,Nouvelle-Aquitaine,203.0,2026.0
2025-08-17,33,2025,Nouvelle-Aquitaine,189.0,1886.0
2025-08-24,34,2025,Nouvelle-Aquitaine,150.0,1504.0
2025-08-31,35,2025,Nouvelle-Aquitaine,146.0,1464.0
2025-09-07,36,2025,Nouvelle-Aquitaine,124.0,1238.0
2025-09-14,37,2025,Nouvelle-Aquitaine,91.0,912.0
2025-09-21,38,2025,Nouvelle-Aquitaine,113.0,1133.0
2025-09-28,39,2025,Nouvelle-Aquitaine,56.0,555.0
2025-10-05,40,2025,Nouvelle-Aquitaine,57.0,570.0
2025-10-12,41,2025,Nouvelle-Aquitaine,101.0,1005.0
2025-10-19,42,2025,Nouvelle-Aquitaine,40.0,402.0
2020-01-05,1,2020,Occitanie,7.0,70.0
2020-01-12,2,2020,Occitanie,46.0,456.0
2020-01-19,3,2020,Occitanie,40.0,403.0
2020-01-26,4,2020,Occitanie,88.0,877.0
2020-02-02,5,2020,Occitanie,116.0,1163.0
2020-02-09,6,2020,Occitanie,73.0,731.0
2020-02-16,7,2020,Occitanie,81.0,806.0
2020-02-23,8,2020,Occitanie,120.0,1203.0
2020-03-01,9,2020,Occitanie,148.0,1476.0
2020-03-08,10,2020,Occitanie,136.0,1363.0
2020-03-15,11,2020,Occitanie,135.0,1346.0
2020-03-22,12,2020,Occitanie,171.0,1711.0
2020-03-29,13,2020,Occitanie,187.0,1873.0
2020-04-05,14,2020,Occitanie,168.0,1678.0
2020-04-12,15,2020,Occitanie,203.0,2034.0
2020-04-19,16,2020,Occitanie,224.0,2240.0
2020-04-26,17,2020,Occitanie,225.0,2251.0
2020-05-03,18,2020,Occitanie,226.0,2257.0
2020-05-10,19,2020,Occitanie,246.0,2455.0
2020-05-17,20,2020,Occitanie,235.0,2351.0
2020-05-24,21,2020,Occitanie,257.0,2571.0
2020-05-31,22,2020,Occitanie,219.0,2188.0
2020-06-07,23,2020,Occitanie,248.0,2479.0
2020-06-14,24,2020,Occitanie,269.0,2691.0
2020-06-21,25,2020,Occitanie,261.0,2606.0
2020-06-28,26,2020,Occitanie,247.0,2471.0
2020-07-05,27,2020,Occitanie,197.0,1969.0
2020-07-12,28,2020,Occitanie,242.0,2420.0
2020-07-19,29,2020,Occitanie,209.0,2085.0
2020-07-26,30,2020,Occitanie,216.0,2160.0
2020-08-02,31,2020,Occitanie,178.0,1780.0
2020-08-09,32,2020,Occitanie,160.0,1604.0
2020-08-16,33,2020,Occitanie,169.0,1690.0
2020-08-23,34,2020,Occitanie,191.0,1907.0
2020-08-30,35,2020,Occitanie,140.0,1398.0
2020-09-06,36,2020,Occitanie,132.0,1316.0
2020-09-13,37,2020,Occitanie,91.0,907.0
2020-09-20,38,2020,Occitanie,76.0,756.0
2020-09-27,39,2020,Occitanie,98.0,984.0
2020-10-04,40,2020,Occitanie,59.0,589.0
2020-10-11,41,2020,Occitanie,51.0,515.0
2020-10-18,42,2020,Occitanie,70.0,700.0
2020-10-25,43,2020,Occitanie,47.0,468.0
2020-11-01,44,2020,Occitanie,35.0,349.0
2020-11-08,45,2020,Occitanie,33.0,327.0
2020-11-15,46,2020,Occitanie,57.0,570.0
2020-11-22,47,2020,Occitanie,16.0,165.0
2020-11-29,48,2020,Occitanie,14.0,140.0
2020-12-06,49,2020,Occitanie,46.0,463.0
2020-12-13,50,2020,Occitanie,15.0,152.0
2020-12-20,51,2020,Occitanie,20.0,196.0
2020-12-27,52,2020,Occitanie,0.0,0.0
2021-01-03,53,2021,Occitanie,17.0,168.0
2021-01-10,1,2021,Occitanie,54.0,545.0
2021-01-17,2,2021,Occitanie,54.0,542.0
2021-01-24,3,2021,Occitanie,38.0,385.0
2021-01-31,4,2021,Occitanie,59.0,594.0
2021-02-07,5,2021,Occitanie,61.0,612.0
2021-02-14,6,2021,Occitanie,102.0,1020.0
2021-02-21,7,2021,Occitanie,120.0,1203.0
2021-02-28,8,2021,Occitanie,125.0,1249.0
2021-03-07,9,2021,Occitanie,163.0,1626.0
2021-03-14,10,2021,Occitanie,170.0,1702.0
2021-03-21,11,2021,Occitanie,122.0,1217.0
2021-03-28,12,2021,Occitanie,180.0,1795.0
2021-04-04,13,2021,Occitanie,204.0,2040.0
2021-04-11,14,2021,Occitanie,172.0,1721.0
2021-04-18,15,2021,Occitanie,185.0,1847.0
2021-04-25,16,2021,Occitanie,209.0,2088.0
2021-05-02,17,2021,Occitanie,194.0,1943.0
2021-05-09,18,2021,Occitanie,194.0,1935.0
2021-05-16,19,2021,Occitanie,228.0,2284.0
2021-05-23,20,2021,Occitanie,242.0,2423.0
2021-05-30,21,2021,Occitanie,237.0,2367.0
2021-06-06,22,2021,Occitanie,282.0,2819.0
2021-06-13,23,2021,Occitanie,233.0,2333.0
2021-06-20,24,2021,Occitanie,264.0,2636.0
2021-06-27,25,2021,Occitanie,218.0,2176.0
2021-07-04,26,2021,Occitanie,210.0,2103.0
2021-07-11,27,2021,Occitanie,235.0,2350.0
