date,week,year,region,temperature,humidity,precipitation,wind_speed
2025-10-19,42,2025,Provence-Alpes-Côte d'Azur,12.4,71.7,4.4,25.4
2020-01-05,1,2020,Nouvelle-Aquitaine,5.5,21.3,3.4,1.6
2020-01-12,2,2020,Nouvelle-Aquitaine,2.6,37.8,3.8,2.7
2020-01-19,3,2020,Nouvelle-Aquitaine,8.4,42.8,2.3,22.3
2020-01-26,4,2020,Nouvelle-Aquitaine,10.9,43.6,14.9,10.3
2020-02-02,5,2020,Nouvelle-Aquitaine,12.4,66.1,3.6,7.3
2020-02-09,6,2020,Nouvelle-Aquitaine,12.8,35.5,5.3,13.2
2020-02-16,7,2020,Nouvelle-Aquitaine,13.0,42.3,7.7,12.9
2020-02-23,8,2020,Nouvelle-Aquitaine,13.4,54.7,3.1,1.8
2020-03-01,9,2020,Nouvelle-Aquitaine,13.3,29.0,11.1,10.3
2020-03-08,10,2020,Nouvelle-Aquitaine,18.0,47.5,11.0,7.1
2020-03-15,11,2020,Nouvelle-Aquitaine,13.8,43.6,8.9,1.1
2020-03-22,12,2020,Nouvelle-Aquitaine,18.1,61.1,12.6,0.4
2020-03-29,13,2020,Nouvelle-Aquitaine,18.5,42.5,1.2,11.9
2020-04-05,14,2020,Nouvelle-Aquitaine,20.7,47.5,11.2,1.9
2020-04-12,15,2020,Nouvelle-Aquitaine,21.4,46.9,2.8,10.1
2020-04-19,16,2020,Nouvelle-Aquitaine,21.7,49.6,11.1,4.7
2020-04-26,17,2020,Nouvelle-Aquitaine,23.6,47.0,4.3,2.3
2020-05-03,18,2020,Nouvelle-Aquitaine,26.9,60.2,3.6,9.2
2020-05-10,19,2020,Nouvelle-Aquitaine,25.5,73.0,7.3,0.7
2020-05-17,20,2020,Nouvelle-Aquitaine,26.1,50.8,0.1,3.7
2020-05-24,21,2020,Nouvelle-Aquitaine,25.9,65.7,5.5,1.0
2020-05-31,22,2020,Nouvelle-Aquitaine,26.0,66.8,7.7,3.2
2020-06-07,23,2020,Nouvelle-Aquitaine,28.3,61.8,1.3,6.7
2020-06-14,24,2020,Nouvelle-Aquitaine,26.2,81.1,9.1,17.3
2020-06-21,25,2020,Nouvelle-Aquitaine,26.6,52.0,2.5,1.5
2020-06-28,26,2020,Nouvelle-Aquitaine,24.9,75.4,4.1,7.9
2020-07-05,27,2020,Nouvelle-Aquitaine,27.3,72.8,4.4,2.1
2020-07-12,28,2020,Nouvelle-Aquitaine,23.5,74.3,10.1,30.1
2020-07-19,29,2020,Nouvelle-Aquitaine,21.8,100.0,2.1,6.2
2020-07-26,30,2020,Nouvelle-Aquitaine,21.7,84.9,1.1,21.3
2020-08-02,31,2020,Nouvelle-Aquitaine,16.4,75.3,3.2,4.9
2020-08-09,32,2020,Nouvelle-Aquitaine,20.1,75.4,3.4,23.7
2020-08-16,33,2020,Nouvelle-Aquitaine,21.6,89.6,6.4,1.0
2020-08-23,34,2020,Nouvelle-Aquitaine,15.6,84.0,11.4,2.2
2020-08-30,35,2020,Nouvelle-Aquitaine,16.9,95.7,8.5,4.6
2020-09-06,36,2020,Nouvelle-Aquitaine,14.8,50.3,0.0,0.2
2020-09-13,37,2020,Nouvelle-Aquitaine,17.3,63.0,10.1,0.5
2020-09-20,38,2020,Nouvelle-Aquitaine,15.4,91.0,6.1,5.8
2020-09-27,39,2020,Nouvelle-Aquitaine,13.4,61.8,0.6,0.5
2020-10-04,40,2020,Nouvelle-Aquitaine,10.5,71.9,2.8,5.6
2020-10-11,41,2020,Nouvelle-Aquitaine,8.2,76.1,5.9,18.7
2020-10-18,42,2020,Nouvelle-Aquitaine,7.8,63.4,1.4,18.3
2020-10-25,43,2020,Nouvelle-Aquitaine,8.8,69.8,0.7,8.9
2020-11-01,44,2020,Nouvelle-Aquitaine,10.7,62.0,0.7,21.9
2020-11-08,45,2020,Nouvelle-Aquitaine,9.3,50.0,0.8,0.9
2020-11-15,46,2020,Nouvelle-Aquitaine,6.7,44.2,2.3,6.1
2020-11-22,47,2020,Nouvelle-Aquitaine,4.8,16.8,5.4,8.2
2020-11-29,48,2020,Nouvelle-Aquitaine,4.4,35.0,2.5,14.5
2020-12-06,49,2020,Nouvelle-Aquitaine,7.0,35.7,5.8,17.3
2020-12-13,50,2020,Nouvelle-Aquitaine,5.9,56.9,7.0,12.2
2020-12-20,51,2020,Nouvelle-Aquitaine,4.0,34.4,3.8,11.2
2020-12-27,52,2020,Nouvelle-Aquitaine,4.8,55.0,5.4,8.3
2021-01-03,53,2021,Nouvelle-Aquitaine,6.0,38.8,3.2,4.7
2021-01-10,1,2021,Nouvelle-Aquitaine,11.9,47.5,4.6,31.0
2021-01-17,2,2021,Nouvelle-Aquitaine,3.7,46.1,0.1,3.1
2021-01-24,3,2021,Nouvelle-Aquitaine,11.0,41.8,2.4,10.5
2021-01-31,4,2021,Nouvelle-Aquitaine,7.5,34.1,1.9,22.6
2021-02-07,5,2021,Nouvelle-Aquitaine,12.2,46.9,0.6,4.7
2021-02-14,6,2021,Nouvelle-Aquitaine,12.7,36.1,12.8,15.2
2021-02-21,7,2021,Nouvelle-Aquitaine,9.8,38.2,0.5,26.4
2021-02-28,8,2021,Nouvelle-Aquitaine,14.7,45.7,24.5,3.1
2021-03-07,9,2021,Nouvelle-Aquitaine,12.2,31.1,1.5,5.1
2021-03-14,10,2021,Nouvelle-Aquitaine,16.0,49.7,1.2,4.0
2021-03-21,11,2021,Nouvelle-Aquitaine,15.4,50.3,8.6,8.9
2021-03-28,12,2021,Nouvelle-Aquitaine,21.5,20.0,5.8,6.7
2021-04-04,13,2021,Nouvelle-Aquitaine,20.2,51.7,6.7,8.3
2021-04-11,14,2021,Nouvelle-Aquitaine,20.6,52.0,3.1,0.5
2021-04-18,15,2021,Nouvelle-Aquitaine,21.4,43.1,1.9,7.0
2021-04-25,16,2021,Nouvelle-Aquitaine,21.3,49.4,3.1,1.4
2021-05-02,17,2021,Nouvelle-Aquitaine,20.9,52.9,6.7,13.9
2021-05-09,18,2021,Nouvelle-Aquitaine,22.2,45.5,3.7,15.1
2021-05-16,19,2021,Nouvelle-Aquitaine,23.1,66.0,25.7,22.2
2021-05-23,20,2021,Nouvelle-Aquitaine,28.6,72.4,7.9,2.4
2021-05-30,21,2021,Nouvelle-Aquitaine,29.3,56.6,13.4,10.5
2021-06-06,22,2021,Nouvelle-Aquitaine,26.0,72.6,1.5,20.3
2021-06-13,23,2021,Nouvelle-Aquitaine,27.2,95.8,1.8,34.0
2021-06-20,24,2021,Nouvelle-Aquitaine,24.4,73.9,0.7,9.9
2021-06-27,25,2021,Nouvelle-Aquitaine,26.0,80.0,3.5,14.4
2021-07-04,26,2021,Nouvelle-Aquitaine,25.4,74.5,4.5,2.5
2021-07-11,27,2021,Nouvelle-Aquitaine,23.8,66.3,3.4,1.8
2021-07-18,28,2021,Nouvelle-Aquitaine,25.4,90.2,4.0,2.2
2021-07-25,29,2021,Nouvelle-Aquitaine,23.0,89.3,4.3,2.9
2021-08-01,30,2021,Nouvelle-Aquitaine,22.6,99.1,2.4,4.4
2021-08-08,31,2021,Nouvelle-Aquitaine,18.7,77.0,5.4,0.8
2021-08-15,32,2021,Nouvelle-Aquitaine,21.9,79.3,16.4,20.7
2021-08-22,33,2021,Nouvelle-Aquitaine,23.5,84.1,2.8,4.0
2021-08-29,34,2021,Nouvelle-Aquitaine,15.7,72.5,17.6,28.6
2021-09-05,35,2021,Nouvelle-Aquitaine,13.3,72.1,2.2,0.9
2021-09-12,36,2021,Nouvelle-Aquitaine,19.3,92.0,2.5,1.7
2021-09-19,37,2021,Nouvelle-Aquitaine,16.1,74.6,0.9,92.8
2021-09-26,38,2021,Nouvelle-Aquitaine,13.2,69.4,2.1,1.8
2021-10-03,39,2021,Nouvelle-Aquitaine,12.2,89.3,6.0,1.9
2021-10-10,40,2021,Nouvelle-Aquitaine,12.0,66.8,1.9,8.3
2021-10-17,41,2021,Nouvelle-Aquitaine,12.3,65.2,8.8,0.8
2021-10-24,42,2021,Nouvelle-Aquitaine,8.8,61.8,13.4,0.3
2021-10-31,43,2021,Nouvelle-Aquitaine,10.2,82.1,17.6,1.3
2021-11-07,44,2021,Nouvelle-Aquitaine,8.0,72.8,1.4,30.0
2021-11-14,45,2021,Nouvelle-Aquitaine,8.6,73.4,5.6,26.1
2021-11-21,46,2021,Nouvelle-Aquitaine,8.3,71.1,2.0,2.5
2021-11-28,47,2021,Nouvelle-Aquitaine,7.4,52.3,0.5,12.1
2021-12-05,48,2021,Nouvelle-Aquitaine,5.6,67.3,2.9,0.2
2021-12-12,49,2021,Nouvelle-Aquitaine,4.0,42.3,6.5,19.3
2021-12-19,50,2021,Nouvelle-Aquitaine,5.1,30.7,10.8,3.8
2021-12-26,51,2021,Nouvelle-Aquitaine,2.6,44.5,1.9,3.0
2022-01-02,52,2022,Nouvelle-Aquitaine,5.2,38.1,0.2,8.3
2022-01-09,1,2022,Nouvelle-Aquitaine,6.5,29.9,0.4,1.6
2022-01-16,2,2022,Nouvelle-Aquitaine,5.4,46.0,8.5,3.4
2022-01-23,3,2022,Nouvelle-Aquitaine,11.5,36.4,5.4,22.5
2022-01-30,4,2022,Nouvelle-Aquitaine,10.1,49.5,3.0,1.0
2022-02-06,5,2022,Nouvelle-Aquitaine,11.0,54.4,1.4,8.0
2022-02-13,6,2022,Nouvelle-Aquitaine,11.4,49.5,3.8,4.5
2022-02-20,7,2022,Nouvelle-Aquitaine,9.8,56.3,3.7,4.2
2022-02-27,8,2022,Nouvelle-Aquitaine,12.8,33.2,6.0,23.3
2022-03-06,9,2022,Nouvelle-Aquitaine,19.1,53.2,1.7,49.9
2022-03-13,10,2022,Nouvelle-Aquitaine,18.6,28.6,1.4,0.1
2022-03-20,11,2022,Nouvelle-Aquitaine,18.9,49.7,3.7,28.5
2022-03-27,12,2022,Nouvelle-Aquitaine,18.7,40.8,13.5,0.3
2022-04-03,13,2022,Nouvelle-Aquitaine,14.0,49.1,0.7,6.1
2022-04-10,14,2022,Nouvelle-Aquitaine,19.6,43.6,8.6,5.8
2022-04-17,15,2022,Nouvelle-Aquitaine,23.5,47.2,9.0,31.0
2022-04-24,16,2022,Nouvelle-Aquitaine,26.9,46.6,1.0,3.8
2022-05-01,17,2022,Nouvelle-Aquitaine,24.8,62.1,6.7,6.4
2022-05-08,18,2022,Nouvelle-Aquitaine,25.7,54.6,0.3,0.1
2022-05-15,19,2022,Nouvelle-Aquitaine,22.8,68.4,0.6,22.3
2022-05-22,20,2022,Nouvelle-Aquitaine,23.3,67.7,3.1,17.3
2022-05-29,21,2022,Nouvelle-Aquitaine,23.7,55.6,4.3,12.2
2022-06-05,22,2022,Nouvelle-Aquitaine,24.7,55.2,0.0,16.5
2022-06-12,23,2022,Nouvelle-Aquitaine,27.0,66.0,4.7,53.3
2022-06-19,24,2022,Nouvelle-Aquitaine,27.0,89.7,14.7,20.5
2022-06-26,25,2022,Nouvelle-Aquitaine,26.3,69.7,3.5,17.3
2022-07-03,26,2022,Nouvelle-Aquitaine,29.4,81.5,5.1,3.5
2022-07-10,27,2022,Nouvelle-Aquitaine,22.4,77.5,3.5,14.5
2022-07-17,28,2022,Nouvelle-Aquitaine,25.1,73.5,1.9,15.0
2022-07-24,29,2022,Nouvelle-Aquitaine,26.4,93.3,0.8,14.8
2022-07-31,30,2022,Nouvelle-Aquitaine,22.6,82.8,0.3,8.3
2022-08-07,31,2022,Nouvelle-Aquitaine,24.4,88.2,2.9,14.9
2022-08-14,32,2022,Nouvelle-Aquitaine,19.9,97.4,1.9,18.8
2022-08-21,33,2022,Nouvelle-Aquitaine,21.3,80.7,7.4,6.8
2022-08-28,34,2022,Nouvelle-Aquitaine,22.2,93.7,4.4,15.8
2022-09-04,35,2022,Nouvelle-Aquitaine,21.2,89.3,4.4,3.2
2022-09-11,36,2022,Nouvelle-Aquitaine,15.5,76.2,2.1,8.3
2022-09-18,37,2022,Nouvelle-Aquitaine,11.8,64.8,1.6,3.1
2022-09-25,38,2022,Nouvelle-Aquitaine,15.8,79.1,6.8,17.0
2022-10-02,39,2022,Nouvelle-Aquitaine,9.4,70.0,3.9,2.2
2022-10-09,40,2022,Nouvelle-Aquitaine,11.9,76.2,7.0,4.8
2022-10-16,41,2022,Nouvelle-Aquitaine,9.3,61.7,11.7,6.9
2022-10-23,42,2022,Nouvelle-Aquitaine,12.6,61.5,1.4,15.0
2022-10-30,43,2022,Nouvelle-Aquitaine,8.0,52.4,3.3,4.9
2022-11-06,44,2022,Nouvelle-Aquitaine,10.6,61.6,4.0,5.4
2022-11-13,45,2022,Nouvelle-Aquitaine,6.9,67.3,2.7,22.1
2022-11-20,46,2022,Nouvelle-Aquitaine,5.2,58.0,14.1,15.5
2022-11-27,47,2022,Nouvelle-Aquitaine,8.2,68.4,0.6,0.6
2022-12-04,48,2022,Nouvelle-Aquitaine,6.9,55.3,1.9,10.6
2022-12-11,49,2022,Nouvelle-Aquitaine,6.6,74.0,5.6,0.2
2022-12-18,50,2022,Nouvelle-Aquitaine,4.9,51.0,1.9,6.9
2022-12-25,51,2022,Nouvelle-Aquitaine,7.6,43.7,2.0,14.7
2023-01-01,52,2023,Nouvelle-Aquitaine,7.9,47.2,15.7,2.3
2023-01-08,1,2023,Nouvelle-Aquitaine,8.9,48.9,20.3,8.4
2023-01-15,2,2023,Nouvelle-Aquitaine,6.0,52.4,1.1,20.1
2023-01-22,3,2023,Nouvelle-Aquitaine,7.2,51.9,13.2,0.0
2023-01-29,4,2023,Nouvelle-Aquitaine,8.8,33.9,8.4,12.5
2023-02-05,5,2023,Nouvelle-Aquitaine,9.7,33.2,1.0,21.6
2023-02-12,6,2023,Nouvelle-Aquitaine,8.3,39.4,1.0,2.6
2023-02-19,7,2023,Nouvelle-Aquitaine,6.9,48.2,6.6,23.8
2023-02-26,8,2023,Nouvelle-Aquitaine,13.1,57.6,0.0,0.4
2023-03-05,9,2023,Nouvelle-Aquitaine,16.1,33.8,2.3,1.1
2023-03-12,10,2023,Nouvelle-Aquitaine,16.4,42.1,3.9,5.7
2023-03-19,11,2023,Nouvelle-Aquitaine,20.1,28.3,1.9,7.0
2023-03-26,12,2023,Nouvelle-Aquitaine,18.1,51.3,2.8,0.1
2023-04-02,13,2023,Nouvelle-Aquitaine,16.5,62.9,14.5,2.9
2023-04-09,14,2023,Nouvelle-Aquitaine,20.2,61.4,14.1,4.4
2023-04-16,15,2023,Nouvelle-Aquitaine,22.4,48.0,4.6,2.3
2023-04-23,16,2023,Nouvelle-Aquitaine,22.7,68.3,1.8,16.6
2023-04-30,17,2023,Nouvelle-Aquitaine,20.8,61.6,5.3,27.0
2023-05-07,18,2023,Nouvelle-Aquitaine,25.1,60.6,7.7,6.2
2023-05-14,19,2023,Nouvelle-Aquitaine,27.7,54.2,0.0,7.4
2023-05-21,20,2023,Nouvelle-Aquitaine,22.4,59.1,3.5,6.8
2023-05-28,21,2023,Nouvelle-Aquitaine,24.0,69.4,3.8,1.4
2023-06-04,22,2023,Nouvelle-Aquitaine,26.3,59.8,5.6,20.1
2023-06-11,23,2023,Nouvelle-Aquitaine,25.5,55.7,2.3,2.2
2023-06-18,24,2023,Nouvelle-Aquitaine,23.8,65.9,8.9,2.3
2023-06-25,25,2023,Nouvelle-Aquitaine,23.0,63.2,2.0,3.1
2023-07-02,26,2023,Nouvelle-Aquitaine,25.8,69.7,9.7,1.4
2023-07-09,27,2023,Nouvelle-Aquitaine,25.9,72.6,5.5,12.0
2023-07-16,28,2023,Nouvelle-Aquitaine,27.8,99.6,0.9,8.3
2023-07-23,29,2023,Nouvelle-Aquitaine,24.1,80.2,4.7,11.5
2023-07-30,30,2023,Nouvelle-Aquitaine,22.5,76.5,10.7,4.3
2023-08-06,31,2023,Nouvelle-Aquitaine,23.3,81.1,0.3,0.7
2023-08-13,32,2023,Nouvelle-Aquitaine,18.2,68.2,3.4,2.8
2023-08-20,33,2023,Nouvelle-Aquitaine,19.6,83.0,17.2,0.7
2023-08-27,34,2023,Nouvelle-Aquitaine,17.5,81.1,0.9,7.8
2023-09-03,35,2023,Nouvelle-Aquitaine,18.9,71.5,2.9,8.4
2023-09-10,36,2023,Nouvelle-Aquitaine,15.6,85.5,5.0,5.2
2023-09-17,37,2023,Nouvelle-Aquitaine,16.3,67.0,4.4,27.5
2023-09-24,38,2023,Nouvelle-Aquitaine,12.6,78.8,19.8,18.3
2023-10-01,39,2023,Nouvelle-Aquitaine,12.0,67.1,2.8,4.5
2023-10-08,40,2023,Nouvelle-Aquitaine,13.8,64.3,2.5,3.7
2023-10-15,41,2023,Nouvelle-Aquitaine,10.4,62.3,9.2,16.5
2023-10-22,42,2023,Nouvelle-Aquitaine,10.4,80.9,0.8,6.6
2023-10-29,43,2023,Nouvelle-Aquitaine,11.3,82.3,1.2,22.6
2023-11-05,44,2023,Nouvelle-Aquitaine,10.3,46.0,9.5,8.2
2023-11-12,45,2023,Nouvelle-Aquitaine,6.1,51.8,4.5,3.1
2023-11-19,46,2023,Nouvelle-Aquitaine,6.7,67.2,25.9,1.4
2023-11-26,47,2023,Nouvelle-Aquitaine,2.9,52.1,10.6,1.1
2023-12-03,48,2023,Nouvelle-Aquitaine,6.6,54.3,5.8,2.4
2023-12-10,49,2023,Nouvelle-Aquitaine,7.2,89.2,1.7,7.2
2023-12-17,50,2023,Nouvelle-Aquitaine,4.6,61.0,25.6,6.8
2023-12-24,51,2023,Nouvelle-Aquitaine,7.7,50.7,7.6,4.9
2023-12-31,52,2023,Nouvelle-Aquitaine,5.8,40.9,6.6,10.1
2024-01-07,1,2024,Nouvelle-Aquitaine,10.1,27.7,2.0,5.3
2024-01-14,2,2024,Nouvelle-Aquitaine,4.7,38.6,1.4,18.7
2024-01-21,3,2024,Nouvelle-Aquitaine,5.9,43.1,2.1,5.4
2024-01-28,4,2024,Nouvelle-Aquitaine,8.1,36.4,2.5,6.0
2024-02-04,5,2024,Nouvelle-Aquitaine,10.5,42.7,10.4,6.3
2024-02-11,6,2024,Nouvelle-Aquitaine,9.6,34.5,2.4,4.5
2024-02-18,7,2024,Nouvelle-Aquitaine,12.2,38.4,4.5,2.2
2024-02-25,8,2024,Nouvelle-Aquitaine,12.7,27.3,2.8,8.4
2024-03-03,9,2024,Nouvelle-Aquitaine,17.7,36.2,0.4,10.6
2024-03-10,10,2024,Nouvelle-Aquitaine,14.2,39.4,2.1,1.9
2024-03-17,11,2024,Nouvelle-Aquitaine,16.5,37.4,3.5,6.9
2024-03-24,12,2024,Nouvelle-Aquitaine,16.7,56.4,1.0,1.0
2024-03-31,13,2024,Nouvelle-Aquitaine,18.8,37.0,11.4,15.3
2024-04-07,14,2024,Nouvelle-Aquitaine,23.1,41.8,4.6,2.3
2024-04-14,15,2024,Nouvelle-Aquitaine,21.3,42.7,0.5,5.1
2024-04-21,16,2024,Nouvelle-Aquitaine,26.3,52.2,2.2,11.0
2024-04-28,17,2024,Nouvelle-Aquitaine,22.0,55.7,3.4,16.9
2024-05-05,18,2024,Nouvelle-Aquitaine,25.3,42.0,0.4,4.7
2024-05-12,19,2024,Nouvelle-Aquitaine,24.0,62.9,1.4,10.0
2024-05-19,20,2024,Nouvelle-Aquitaine,27.7,59.8,10.1,11.3
2024-05-26,21,2024,Nouvelle-Aquitaine,25.6,46.8,3.1,12.7
2024-06-02,22,2024,Nouvelle-Aquitaine,27.7,51.9,3.1,67.0
2024-06-09,23,2024,Nouvelle-Aquitaine,24.2,75.9,1.6,15.3
2024-06-16,24,2024,Nouvelle-Aquitaine,27.4,70.9,11.2,6.4
2024-06-23,25,2024,Nouvelle-Aquitaine,23.4,83.6,7.9,23.2
2024-06-30,26,2024,Nouvelle-Aquitaine,23.8,79.0,1.4,13.7
2024-07-07,27,2024,Nouvelle-Aquitaine,23.3,67.2,0.1,1.8
2024-07-14,28,2024,Nouvelle-Aquitaine,25.0,65.4,1.4,7.2
2024-07-21,29,2024,Nouvelle-Aquitaine,23.4,82.5,2.3,33.1
2024-07-28,30,2024,Nouvelle-Aquitaine,24.0,62.3,0.6,11.6
2024-08-04,31,2024,Nouvelle-Aquitaine,23.2,99.2,6.6,2.8
2024-08-11,32,2024,Nouvelle-Aquitaine,22.2,86.0,1.6,1.6
2024-08-18,33,2024,Nouvelle-Aquitaine,18.9,88.2,1.3,45.0
2024-08-25,34,2024,Nouvelle-Aquitaine,17.6,75.7,7.1,26.7
2024-09-01,35,2024,Nouvelle-Aquitaine,15.9,89.3,3.5,10.2
2024-09-08,36,2024,Nouvelle-Aquitaine,16.7,81.5,6.3,11.3
2024-09-15,37,2024,Nouvelle-Aquitaine,11.4,81.7,0.9,1.8
2024-09-22,38,2024,Nouvelle-Aquitaine,12.8,87.5,7.6,26.2
2024-09-29,39,2024,Nouvelle-Aquitaine,13.9,87.8,0.5,2.1
2024-10-06,40,2024,Nouvelle-Aquitaine,11.9,82.5,3.3,1.0
2024-10-13,41,2024,Nouvelle-Aquitaine,13.0,67.3,1.4,5.0
2024-10-20,42,2024,Nouvelle-Aquitaine,8.0,68.7,10.4,6.1
2024-10-27,43,2024,Nouvelle-Aquitaine,9.5,66.3,0.0,0.2
2024-11-03,44,2024,Nouvelle-Aquitaine,9.0,63.2,8.5,5.8
2024-11-10,45,2024,Nouvelle-Aquitaine,7.2,50.6,3.9,25.4
2024-11-17,46,2024,Nouvelle-Aquitaine,6.1,71.1,1.5,7.5
2024-11-24,47,2024,Nouvelle-Aquitaine,8.6,48.3,18.9,3.7
2024-12-01,48,2024,Nouvelle-Aquitaine,7.3,58.1,0.6,24.9
2024-12-08,49,2024,Nouvelle-Aquitaine,5.0,67.3,4.7,3.9
2024-12-15,50,2024,Nouvelle-Aquitaine,5.1,40.0,0.1,5.2
2024-12-22,51,2024,Nouvelle-Aquitaine,3.9,39.9,5.1,4.2
2024-12-29,52,2024,Nouvelle-Aquitaine,7.0,64.4,0.8,3.5
2025-01-05,1,2025,Nouvelle-Aquitaine,5.6,47.1,13.9,0.4
2025-01-12,2,2025,Nouvelle-Aquitaine,13.2,34.8,4.6,7.0
2025-01-19,3,2025,Nouvelle-Aquitaine,10.2,53.4,0.3,16.1
2025-01-26,4,2025,Nouvelle-Aquitaine,12.0,42.4,0.3,29.8
2025-02-02,5,2025,Nouvelle-Aquitaine,11.7,47.4,1.7,6.2
2025-02-09,6,2025,Nouvelle-Aquitaine,9.5,54.3,0.1,0.8
2025-02-16,7,2025,Nouvelle-Aquitaine,14.7,31.9,17.2,22.9
2025-02-23,8,2025,Nouvelle-Aquitaine,13.8,54.8,11.2,27.8
2025-03-02,9,2025,Nouvelle-Aquitaine,13.7,43.8,4.8,49.7
2025-03-09,10,2025,Nouvelle-Aquitaine,13.1,37.5,5.9,15.7
2025-03-16,11,2025,Nouvelle-Aquitaine,17.2,39.8,3.6,3.1
2025-03-23,12,2025,Nouvelle-Aquitaine,22.5,47.3,0.1,20.5
2025-03-30,13,2025,Nouvelle-Aquitaine,17.5,54.2,2.3,0.2
2025-04-06,14,2025,Nouvelle-Aquitaine,22.5,43.7,8.8,6.6
2025-04-13,15,2025,Nouvelle-Aquitaine,18.3,55.6,13.9,6.6
2025-04-20,16,2025,Nouvelle-Aquitaine,21.8,44.5,16.7,4.4
2025-04-27,17,2025,Nouvelle-Aquitaine,25.7,31.7,3.1,8.0
2025-05-04,18,2025,Nouvelle-Aquitaine,22.7,62.9,0.8,9.6
2025-05-11,19,2025,Nouvelle-Aquitaine,22.6,50.0,4.3,13.3
2025-05-18,20,2025,Nouvelle-Aquitaine,25.5,47.2,4.8,19.4
2025-05-25,21,2025,Nouvelle-Aquitaine,25.9,76.4,0.1,29.7
2025-06-01,22,2025,Nouvelle-Aquitaine,27.6,49.3,0.2,11.9
2025-06-08,23,2025,Nouvelle-Aquitaine,24.6,63.2,0.4,4.4
2025-06-15,24,2025,Nouvelle-Aquitaine,27.3,52.9,5.6,2.4
2025-06-22,25,2025,Nouvelle-Aquitaine,22.2,48.4,0.8,8.1
2025-06-29,26,2025,Nouvelle-Aquitaine,25.0,69.7,2.2,4.1
2025-07-06,27,2025,Nouvelle-Aquitaine,28.3,82.6,1.8,5.5
2025-07-13,28,2025,Nouvelle-Aquitaine,28.1,80.3,1.1,0.9
2025-07-20,29,2025,Nouvelle-Aquitaine,25.6,83.9,3.0,5.4
2025-07-27,30,2025,Nouvelle-Aquitaine,21.1,83.3,9.9,0.2
2025-08-03,31,2025,Nouvelle-Aquitaine,23.0,62.9,0.6,42.9
2025-08-10,32,2025,Nouvelle-Aquitaine,21.4,84.2,1.8,10.5
2025-08-17,33,2025,Nouvelle-Aquitaine,19.7,90.7,3.9,0.9
2025-08-24,34,2025,Nouvelle-Aquitaine,21.8,67.6,3.5,13.2
2025-08-31,35,2025,Nouvelle-Aquitaine,18.9,75.1,5.2,0.5
2025-09-07,36,2025,Nouvelle-Aquitaine,15.0,55.0,0.9,11.3
2025-09-14,37,2025,Nouvelle-Aquitaine,16.0,73.9,12.3,46.6
2025-09-21,38,2025,Nouvelle-Aquitaine,13.2,92.2,0.3,3.2
2025-09-28,39,2025,Nouvelle-Aquitaine,11.9,61.5,0.1,1.0
2025-10-05,40,2025,Nouvelle-Aquitaine,10.3,78.6,0.8,9.0
2025-10-12,41,2025,Nouvelle-Aquitaine,11.5,61.1,9.5,11.7
2025-10-19,42,2025,Nouvelle-Aquitaine,6.8,58.9,0.4,3.5
2020-01-05,1,2020,Occitanie,11.4,55.2,3.0,46.2
2020-01-12,2,2020,Occitanie,9.3,45.5,1.3,5.6
2020-01-19,3,2020,Occitanie,8.0,43.9,6.8,5.5
2020-01-26,4,2020,Occitanie,11.9,27.0,5.7,3.3
2020-02-02,5,2020,Occitanie,9.6,46.4,2.7,2.8
2020-02-09,6,2020,Occitanie,12.4,40.0,0.8,9.8
2020-02-16,7,2020,Occitanie,15.9,41.6,4.8,8.8
2020-02-23,8,2020,Occitanie,14.3,38.1,0.6,17.7
2020-03-01,9,2020,Occitanie,13.6,35.0,5.1,9.0
2020-03-08,10,2020,Occitanie,14.9,35.1,3.3,9.9
2020-03-15,11,2020,Occitanie,18.4,41.8,5.3,1.5
2020-03-22,12,2020,Occitanie,20.6,51.9,0.5,29.3
2020-03-29,13,2020,Occitanie,21.5,41.2,19.1,23.1
2020-04-05,14,2020,Occitanie,20.9,50.4,0.3,3.8
2020-04-12,15,2020,Occitanie,22.3,55.0,3.9,73.2
2020-04-19,16,2020,Occitanie,22.0,45.9,1.2,17.9
2020-04-26,17,2020,Occitanie,25.7,60.0,3.2,12.0
2020-05-03,18,2020,Occitanie,23.0,59.5,1.2,2.8
2020-05-10,19,2020,Occitanie,25.4,45.0,0.8,27.7
2020-05-17,20,2020,Occitanie,28.5,73.4,7.9,7.4
2020-05-24,21,2020,Occitanie,28.9,49.4,0.9,19.0
2020-05-31,22,2020,Occitanie,25.9,67.0,1.2,9.9
2020-06-07,23,2020,Occitanie,24.0,76.2,3.9,0.2
2020-06-14,24,2020,Occitanie,23.9,58.2,3.4,4.6
2020-06-21,25,2020,Occitanie,28.1,88.2,0.8,17.7
2020-06-28,26,2020,Occitanie,29.1,100.0,3.4,4.8
2020-07-05,27,2020,Occitanie,25.4,95.2,5.0,4.3
2020-07-12,28,2020,Occitanie,23.1,64.1,0.6,14.0
2020-07-19,29,2020,Occitanie,23.8,94.5,0.3,2.2
2020-07-26,30,2020,Occitanie,18.8,79.9,0.8,2.0
2020-08-02,31,2020,Occitanie,24.3,73.8,3.9,5.2
2020-08-09,32,2020,Occitanie,21.9,97.0,7.1,53.8
2020-08-16,33,2020,Occitanie,21.5,68.5,8.4,10.6
2020-08-23,34,2020,Occitanie,19.2,89.3,1.4,19.6
2020-08-30,35,2020,Occitanie,18.2,84.9,6.9,1.0
